,text,created,re,fav,followC,sn,pic,polarity,subjectivity,analyzer,atCompany,inReply,textClean,week,year
1721,@yoitscris Treat yourself Cris! You've earned it!,19,1,2,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['yoitscr', 'tre', 'cri', 'youv', 'earn']",14.0,2018.0
1722,@sierramaried You deserve nothing but the best Sierra! :),19,1,2,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['sierram', 'deserv', 'noth', 'best', 'sierr']",14.0,2018.0
1723,"@EXMXOXN That’s cool. It’s like that old saying “The stomach wants what the stomach wants.""",19,1,0,3579034,0,0,0.21249999999999997,0.2625,0.5859,0.0,1.0,"['exmxoxn', 'that', 'cool', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0
1724,@teresagouch We're diggin’ your enthusiasm for our Iced Turtle Coffee Teresa. Swing by for your faves anytime the craving hits! 😍,19,1,0,3579034,0,0,0.0,0.0,0.4926,0.0,1.0,"['teresagouch', 'diggin', 'enthusiasm', 'ic', 'turtl', 'coff', 'teres', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1725,@AvonKidrauhlARI That’s cool! Sounds like you have great taste! :),19,0,2,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['avonkidrauhlar', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1726,@RidingWitDerez_ Sounds good to us! We're always craving the opportunity to see more of you. :),19,1,2,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['ridingwitderez', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1727,@SSandoval44p We're so excited you feel that way! Thanks for exploring our awesome app!,19,0,3,3579034,0,0,0.55625,0.65,0.8934,0.0,1.0,"['ssandovalp', 'excit', 'feel', 'way', 'thank', 'expl', 'awesom', 'ap']",14.0,2018.0
1728,@MadamLumineux That’s cool! Sounds like you have great taste! :),19,0,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['madamlumineux', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1729,@_yepthatwasme It’s all about options Darren. Drive thru counter or kiosk we’re working to offer multiple ways t… https://t.co/0oYVb2zxSj,19,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['yepthatwasm', 'opt', 'dar', 'driv', 'thru', 'count', 'kiosk', 'work', 'off', 'multipl', 'way', 'httpstcooyvbzxsj']",14.0,2018.0
1730,@Buttah__ Awesome India! You must be hearing those good vibes we’ve been sending your way! :),19,0,1,3579034,0,0,0.7916666666666666,0.8666666666666667,0.8906,0.0,1.0,"['buttah', 'awesom', 'ind', 'must', 'hear', 'good', 'vib', 'wev', 'send', 'way']",14.0,2018.0
1731,@keishhh510 The UberEATS website &amp; app will confirm if your address is eligible for delivery.,19,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['keishhh', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1732,@myaafine The UberEATS website &amp; app will confirm if your address is eligible for delivery.,18,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['myaafin', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1733,@RutchitFilmz That's awesome! We're so glad your nephew enjoyed his toy! We hope to see you both again soon 😊,18,0,2,3579034,0,0,0.7083333333333334,0.9,0.9346,0.0,1.0,"['rutchitfilmz', 'that', 'awesom', 'glad', 'nephew', 'enjoy', 'toy', 'hop', 'see', 'soon']",14.0,2018.0
1734,@M_Schwaaang Thanks Marie! Coke + us is just the perfect match!,18,1,4,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['mschwaaang', 'thank', 'mary', 'cok', 'us', 'perfect', 'match']",14.0,2018.0
1735,@maddyyplayya We're diggin’ your enthusiasm for our Chicken McNuggets. Swing by for your faves anytime the craving hits!,18,0,1,3579034,0,0,-0.75,0.95,0.4926,0.0,1.0,"['maddyyplayy', 'diggin', 'enthusiasm', 'chick', 'mcnuggets', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1736,@RealDLuyando Diego thanks for the love! We’ll see you soon then.,18,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['realdluyando', 'diego', 'thank', 'lov', 'wel', 'see', 'soon']",14.0,2018.0
1737,"@naexv Ja'nae it’s like that old saying “The stomach wants what the stomach wants.""",18,0,2,3579034,0,0,0.16666666666666666,0.13333333333333333,0.3612,0.0,1.0,"['naexv', 'jana', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0
1738,@Thekid677 Jack thanks for the love! We’ll see you soon then.,18,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['thekid', 'jack', 'thank', 'lov', 'wel', 'see', 'soon']",14.0,2018.0
1739,@Carlos_Torres44 Individual restaurants determine menu prices which may vary based on a variety of local or national factors Carlos.,18,0,1,3579034,0,0,0.0,0.2,0.0,0.0,1.0,"['carlostor', 'individ', 'resta', 'determin', 'menu', 'pric', 'may', 'vary', 'bas', 'vary', 'loc', 'nat', 'fact', 'carlo']",14.0,2018.0
1740,@AnastasiaSaffyL Sounds good to us! We are always craving the opportunity to see more of you. :),18,0,2,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['anastasiasaffyl', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1741,@emma_hollowayy Alert! We have a McD’s emergency! Someone get Emma some McNuggets stat!,18,4,7,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['emmahollowayy', 'alert', 'mcds', 'emerg', 'someon', 'get', 'emm', 'mcnuggets', 'stat']",14.0,2018.0
1742,@ellie__marie7 Alert! We have a McD’s emergency! Someone get Ellie some McDonald's stat.,18,0,2,3579034,0,0,0.0,0.0,-0.2462,0.0,1.0,"['elliem', 'alert', 'mcds', 'emerg', 'someon', 'get', 'el', 'mcdonalds', 'stat']",14.0,2018.0
1743,@lpremji This is what dreams are made of…. Hash Browns and you!,18,0,2,3579034,0,0,0.0,0.0,0.4574,0.0,1.0,"['lpremji', 'dream', 'mad', 'hash', 'brown']",14.0,2018.0
1744,@carleyswanky Because you deserve nothing but the best Carley! :),17,1,6,3579034,0,0,0.75,0.65,-0.2129,0.0,1.0,"['carleyswanky', 'deserv', 'noth', 'best', 'carley']",14.0,2018.0
1745,@XanaGabrielle_ Hey Xana thanks for the love!,17,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['xanagabriel', 'hey', 'xan', 'thank', 'lov']",14.0,2018.0
1746,@_____Simply_S Yaaassss! 🙌 We’re looking forward to seeing you soon!,17,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['simply', 'yaaassss', 'look', 'forward', 'see', 'soon']",14.0,2018.0
1747,@cashmusicnet It’s all about options. Drive thru counter or kiosk we’re working to offer multiple ways to order your favorite items.,17,0,1,3579034,0,0,0.25,0.5,0.4588,0.0,1.0,"['cashmusicnet', 'opt', 'driv', 'thru', 'count', 'kiosk', 'work', 'off', 'multipl', 'way', 'ord', 'favorit', 'item']",14.0,2018.0
1748,@_JoelEffWord Sounds good to us! We're always craving the opportunity to see more of you. :),17,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['joeleffword', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1749,@foolslovers Air high-five Layla!,17,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['foolslov', 'air', 'highf', 'layl']",14.0,2018.0
1750,@mjg00dwin That's awesome Mike! Thanks for coming back 😍,16,0,1,3579034,0,0,0.39999999999999997,0.39999999999999997,0.807,0.0,1.0,"['mjgdwin', 'that', 'awesom', 'mik', 'thank', 'com', 'back']",14.0,2018.0
1751,@jaxon_knife No worries! You can still order a 2 Cheeseburger meal by using our new $1 $2 $3 Dollar Menu. Order 2 C… https://t.co/mPNZxCt5KV,16,0,1,3579034,0,0,0.13636363636363635,0.45454545454545453,-0.6476,0.0,1.0,"['jaxonkn', 'worry', 'stil', 'ord', 'cheeseburg', 'meal', 'us', 'new', 'doll', 'menu', 'ord', 'c', 'httpstcompnzxctkv']",14.0,2018.0
1752,@CristinaMuniz1 Alert! We have a McD’s emergency! Someone get Cristina some breakfast stat!,16,0,2,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['cristinamun', 'alert', 'mcds', 'emerg', 'someon', 'get', 'cristin', 'breakfast', 'stat']",14.0,2018.0
1753,@pugslovepizza Hey Kyle thanks for the love!,16,0,2,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['pugslovepizz', 'hey', 'kyl', 'thank', 'lov']",14.0,2018.0
1754,@tgitaficionado Come on by and grab yourself a Cheeseburger Shania! We'd love to see you 😍,16,0,1,3579034,0,0,0.5,0.6,0.6696,0.0,1.0,"['tgitaficionado', 'com', 'grab', 'cheeseburg', 'shan', 'wed', 'lov', 'see']",14.0,2018.0
1755,@taenokyg We’ll see you soon then!,16,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['taenokyg', 'wel', 'see', 'soon']",14.0,2018.0
1756,@firstheart42 That’s cool Hannah! Sounds like you have great taste! :),16,0,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['firstheart', 'that', 'cool', 'hannah', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1757,@amelanutella We'll have one waiting for you!,16,0,4,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['amelanutell', 'wel', 'on', 'wait']",14.0,2018.0
1758,@crazzyme_2 We're sorry to hear that Laura! Can you provide more info here so our Mobile App team can investigate: https://t.co/sF8wdKPXTP,16,0,1,3579034,0,0,-0.0625,0.75,-0.1511,0.0,1.0,"['crazzym', 'sorry', 'hear', 'laur', 'provid', 'info', 'mobl', 'ap', 'team', 'investig', 'httpstcosfwdkpxtp']",14.0,2018.0
1759,@itscielox Sounds like you woke up just in time for a dream come true!,16,0,1,3579034,0,0,0.4375,0.65,0.7644,0.0,1.0,"['itscielox', 'sound', 'lik', 'wok', 'tim', 'dream', 'com', 'tru']",14.0,2018.0
1760,@michtheseira Alert! We have a McD’s emergency! Someone get Michelle some McDonald's stat!,16,2,2,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['michtheseir', 'alert', 'mcds', 'emerg', 'someon', 'get', 'michel', 'mcdonalds', 'stat']",14.0,2018.0
1761,@_ke3vin Air high-five Kevin!,16,0,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['kevin', 'air', 'highf', 'kevin']",14.0,2018.0
1762,@faizaaaa_ Hi Faiza! We like to keep things fresh so we change up our menu from time to time.,16,0,1,3579034,0,0,0.3,0.5,0.6239,0.0,1.0,"['faizaaa', 'hi', 'faiz', 'lik', 'keep', 'thing', 'fresh', 'chang', 'menu', 'tim', 'tim']",14.0,2018.0
1763,@eric_lips We're diggin’ your enthusiasm for our Bacon Egg &amp; Cheese Biscuit Eric. Swing by for your faves anytime the craving hits!,16,0,1,3579034,0,0,0.0,0.0,0.4926,0.0,1.0,"['ericlip', 'diggin', 'enthusiasm', 'bacon', 'eg', 'amp', 'chees', 'biscuit', 'er', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1764,@MissVulgarity Sounds like you’re livin’ the dream! :),16,0,1,3579034,0,0,0.5,1.0,0.7777,0.0,1.0,"['missvulg', 'sound', 'lik', 'yo', 'livin', 'dream']",14.0,2018.0
1765,@tommyboyjoy_ Tommy good things come to those who wait but better things come to those who act fast! Hope to see you soon!,15,0,1,3579034,0,0,0.5041666666666667,0.5666666666666668,0.8816,0.0,1.0,"['tommyboyjoy', 'tommy', 'good', 'thing', 'com', 'wait', 'bet', 'thing', 'com', 'act', 'fast', 'hop', 'see', 'soon']",14.0,2018.0
1766,@queen_makay1a It sounds tasty but for now we’re focused on #AllDayBreakfast and will continue serving lunch after 10:30.,15,0,1,3579034,0,0,0.0,0.0,0.5267,0.0,1.0,"['queenmakay', 'sound', 'tasty', 'focus', 'alldaybreakfast', 'continu', 'serv', 'lunch']",14.0,2018.0
1767,@bemitria That’s cool! Sounds like you have great taste! :),15,0,2,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['bemitr', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1768,@colleenmargaux Sounds good to us! We're always craving the opportunity to see more of you. :),15,0,2,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['colleenmargaux', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1769,@kilIersqueen Thanks for the love! We’ll see you soon then.,15,1,2,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['kiliersqueen', 'thank', 'lov', 'wel', 'see', 'soon']",14.0,2018.0
1770,@ElevenSimms Hey! We're diggin’ your enthusiasm for our app! Swing by for your faves anytime the craving hits!,15,0,1,3579034,0,0,0.0,0.0,0.5826,0.0,1.0,"['elevensim', 'hey', 'diggin', 'enthusiasm', 'ap', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1771,@jromero712 It’s all about options Jorge. Drive thru counter or kiosk we’re working to offer multiple ways to order your favorite items.,15,0,1,3579034,0,0,0.25,0.5,0.4588,0.0,1.0,"['jromero', 'opt', 'jorg', 'driv', 'thru', 'count', 'kiosk', 'work', 'off', 'multipl', 'way', 'ord', 'favorit', 'item']",14.0,2018.0
1772,@deejjaaj Alert! We have a McD’s emergency! Some one get Deja some McD's stat!,15,1,1,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['deejjaas', 'alert', 'mcds', 'emerg', 'on', 'get', 'dej', 'mcds', 'stat']",14.0,2018.0
1773,@CourtMarie211 Oh no Courtney! We're so sorry that happened to you! Come back and we'll have a Cheeseburger waiting for you 😊,15,0,1,3579034,0,0,-0.3125,0.5,-0.5462,0.0,1.0,"['courtm', 'oh', 'courtney', 'sorry', 'hap', 'com', 'back', 'wel', 'cheeseburg', 'wait']",14.0,2018.0
1774,@oliviajdolan Alert! We have a McD’s emergency! Someone get Olivia some McDonald's stat!,15,0,3,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['oliviajdol', 'alert', 'mcds', 'emerg', 'someon', 'get', 'oliv', 'mcdonalds', 'stat']",14.0,2018.0
1775,@_chrltte Sounds good to us! We're always craving the opportunity to see more of you. :),15,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['chrltte', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1776,@Amberostler1 We couldn't agree more Amber! In fact we think the McDonald's Mobile App is the best thing that cou… https://t.co/CDwIk4BNdk,15,0,7,3579034,0,0,0.8125,0.4,0.5239,0.0,1.0,"['amberostl', 'couldnt', 'agr', 'amb', 'fact', 'think', 'mcdonalds', 'mobl', 'ap', 'best', 'thing', 'cou', 'httpstcocdwikbndk']",14.0,2018.0
1777,@katiefalzonee Alert! We have a McD’s emergency! Someone get Katie an Egg McMuffin stat!,15,0,3,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['katiefalzon', 'alert', 'mcds', 'emerg', 'someon', 'get', 'katy', 'eg', 'mcmuffin', 'stat']",14.0,2018.0
1778,@SEASx3 Come on by! We'll have a Cheeseburger and a Coke waiting for you 😉,15,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['seasx', 'com', 'wel', 'cheeseburg', 'cok', 'wait']",14.0,2018.0
1779,@annalee_foster Glad you feel that way Anna! Maybe we can be best fry-nds!,15,1,4,3579034,0,0,0.8125,0.65,0.8309,0.0,1.0,"['annaleefost', 'glad', 'feel', 'way', 'ann', 'mayb', 'best', 'frynd']",14.0,2018.0
1780,@Lishylish_ We're so glad you enjoy our Cheeseburgers Eilish! Thanks for the love ❤,15,0,1,3579034,0,0,0.425,0.575,0.9405,0.0,1.0,"['lishyl', 'glad', 'enjoy', 'cheeseburg', 'eil', 'thank', 'lov']",14.0,2018.0
1781,@Shawnforward13 Thanks for the suggestion Shawn! We love hearing from our customers 😊,14,0,2,3579034,0,0,0.375,0.4,0.8122,0.0,1.0,"['shawnforward', 'thank', 'suggest', 'shawn', 'lov', 'hear', 'custom']",14.0,2018.0
1782,@pchandler45 Hey there! We're sorry you're having difficulties with your payment. Please give our McDonald's Mobile… https://t.co/EzeOCqZwEG,14,0,2,3579034,0,0,-0.5,1.0,-0.126,0.0,1.0,"['pchandler', 'hey', 'sorry', 'yo', 'difficul', 'pay', 'pleas', 'giv', 'mcdonalds', 'mobl', 'httpstcoezeocqzweg']",14.0,2018.0
1783,@OfficialKelsee Sounds like you’re livin’ the dream Kelsee! :),14,0,2,3579034,0,0,0.5,1.0,0.7777,0.0,1.0,"['officialkels', 'sound', 'lik', 'yo', 'livin', 'dream', 'kels']",14.0,2018.0
1784,@aizatheman Sounds good to us Aiza! We are always craving the opportunity to see more of you. :),14,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['aizathem', 'sound', 'good', 'us', 'aiz', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1785,@micahthehunter_ Sounds like livin’ the dream Micah! :),14,0,1,3579034,0,0,0.5,1.0,0.7777,0.0,1.0,"['micahthehunt', 'sound', 'lik', 'livin', 'dream', 'micah']",14.0,2018.0
1786,@shae32057525 Sounds like you had a great #BigNightIn Shae! We hope you enjoyed it 😊,14,0,1,3579034,0,0,0.75,0.725,0.92,0.0,1.0,"['sha', 'sound', 'lik', 'gre', 'bignightin', 'sha', 'hop', 'enjoy']",14.0,2018.0
1787,@AdrianaBuzzy Thanks for the love Adriana! We appreciate you 😍,14,0,2,3579034,0,0,0.4125,0.4,0.8777,0.0,1.0,"['adrianabuzzy', 'thank', 'lov', 'adrian', 'apprecy']",14.0,2018.0
1788,@BrytaniSmart Brytani Yaaassss! 🙌 We’re looking forward to seeing you and your son again soon!,14,0,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['brytanismart', 'brytan', 'yaaassss', 'look', 'forward', 'see', 'son', 'soon']",14.0,2018.0
1789,@riv_liz Sounds good to us Liz! See you soon 😊,14,0,2,3579034,0,0,0.875,0.6000000000000001,0.4926,0.0,1.0,"['rivl', 'sound', 'good', 'us', 'liz', 'see', 'soon']",14.0,2018.0
1790,Chocolate and caramel flavors together? Yes please. Get in on the NEW Iced Turtle Macchiato from #McCafe. https://t.co/oFC2x92LZK,14,211,2361,3579034,0,1,0.13636363636363635,0.45454545454545453,0.6124,0.0,0.0,"['chocol', 'caramel', 'flav', 'togeth', 'ye', 'pleas', 'get', 'new', 'ic', 'turtl', 'macchiato', 'mccafe', 'httpstcoofcxlzk']",14.0,2018.0
1791,@jiggyny We'll have one waiting for you!,13,0,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['jiggyny', 'wel', 'on', 'wait']",14.0,2018.0
1792,@PaolaHe19292897 That's awesome Paola! We love hearing stories like this 😊,13,0,1,3579034,0,0,0.75,0.8,0.902,0.0,1.0,"['paolah', 'that', 'awesom', 'paol', 'lov', 'hear', 'story', 'lik']",14.0,2018.0
1793,@hypebeastsasuke We're always craving the opportunity to see more of you. :),13,0,1,3579034,0,0,0.5,0.75,0.7239,0.0,1.0,"['hypebeastsasuk', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1794,@REPLAY585 Alert! We have a McD’s emergency! Someone get them some McDonald's breakfast stat!,13,2,5,3579034,0,0,0.0,0.0,-0.3129,0.0,1.0,"['replay', 'alert', 'mcds', 'emerg', 'someon', 'get', 'mcdonalds', 'breakfast', 'stat']",14.0,2018.0
1795,"@Shaaaantell That’s cool! It’s like that old saying “The stomach wants what the stomach wants.""",13,0,2,3579034,0,0,0.234375,0.2625,0.6239,0.0,1.0,"['shaaaantel', 'that', 'cool', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0
1796,@ralmusallam_ Sounds good to us Raghda! We're always craving the opportunity to see more of you. :),13,0,2,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['ralmusallam', 'sound', 'good', 'us', 'raghd', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0
1797,@vngvcci Mmm you're making us hungry....,13,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['vngvcci', 'mmm', 'yo', 'mak', 'us', 'hungry']",14.0,2018.0
1798,@shambambino Treat yourself Shamier! You've earned it! 😍,5,2,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['shambambino', 'tre', 'shamy', 'youv', 'earn']",14.0,2018.0
1799,@jake_hamilton7 We're diggin’ your enthusiasm for our Sprite Tropic Berry Jacob. Swing by for your faves anytime the craving hits!,4,1,0,3579034,0,0,0.0,0.0,0.4926,0.0,1.0,"['jakehamilton', 'diggin', 'enthusiasm', 'sprite', 'trop', 'berry', 'jacob', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1800,@19Aceboogie The UberEATS website &amp; app will confirm if your address is eligible for delivery.,4,1,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['aceboog', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1801,@Samanthaaa0000 Treat yourself Samantha! You've earned it! 😍,4,2,1,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['samanthaa', 'tre', 'samanth', 'youv', 'earn']",14.0,2018.0
1802,@queenn_tori #AllDayBreakfast to the rescue!,4,1,1,3579034,0,0,0.0,0.0,0.5562,0.0,1.0,"['queenntor', 'alldaybreakfast', 'rescu']",14.0,2018.0
1803,@UrennaE That’s cool! Sounds like you have great taste! :),4,3,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['urenna', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1804,@OfficialTerral Thanks for stopping by Joe! :),4,1,0,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['officialter', 'thank', 'stop', 'joe']",14.0,2018.0
1805,@_brookeeenicole We'll have some waiting for you Brooke! 😍,4,2,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['brookeeenicol', 'wel', 'wait', 'brook']",14.0,2018.0
1806,@akosimeri We'll have one waiting for you Mary! 😍,4,1,4,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['akosimer', 'wel', 'on', 'wait', 'mary']",14.0,2018.0
1807,"@_jallyah That’s cool Lyah. It’s like that old saying “The stomach wants what the stomach wants.""",4,1,0,3579034,0,0,0.21249999999999997,0.2625,0.5859,0.0,1.0,"['jallyah', 'that', 'cool', 'lyah', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0
1808,@KoryTakenouchi The UberEATS website &amp; app will confirm if your address is eligible for delivery.,3,1,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['korytakenouch', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1809,@whatisnatalie Treat yourself Natalie! You've earned it! 😍,3,1,4,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['whatisnata', 'tre', 'nata', 'youv', 'earn']",14.0,2018.0
1810,@sar_herr That’s cool! Sounds like you have great taste! :),3,2,3,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['sarher', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1811,@isfuen Thanks for stopping by Isabella! :),3,1,1,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['isfu', 'thank', 'stop', 'isabell']",14.0,2018.0
1812,@josie37203795 Sounds like you’re livin’ the dream Josie. :),3,1,2,3579034,0,0,0.5,1.0,0.7579,0.0,1.0,"['josy', 'sound', 'lik', 'yo', 'livin', 'dream', 'josy']",14.0,2018.0
1813,@NejlaSkapur The UberEATS website &amp; app will confirm if your address is eligible for delivery.,3,1,2,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['nejlaskap', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1814,@Lovebekahlyn The UberEATS website &amp; app will confirm if your address is eligible for delivery.,2,1,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['lovebekahlyn', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1815,@AustralianSana Thanks for stopping by! :),2,2,6,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['australiansan', 'thank', 'stop']",14.0,2018.0
1816,@TConstantino23 That’s cool Tyler! Sounds like you have great taste! :),2,2,2,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['tconstantino', 'that', 'cool', 'tyl', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1817,@_briannapaul Treat yourself Brianna! You've earned it! 😍,2,1,4,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['briannapa', 'tre', 'briann', 'youv', 'earn']",14.0,2018.0
1818,@cvwryn Treat yourself Camy! You've earned it! 😍,2,2,11,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['cvwryn', 'tre', 'camy', 'youv', 'earn']",14.0,2018.0
1819,@I_am_OnlyHuman The UberEATS website &amp; app will confirm if your address is eligible for delivery.,1,1,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['iamonlyhum', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
1820,@_sirenna That’s cool Anny! Sounds like you have great taste! :),1,2,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['sirenn', 'that', 'cool', 'anny', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1821,@drew_lewis12 That’s cool Drew! Sounds like you have great taste! :),1,2,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['drewlew', 'that', 'cool', 'drew', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1822,@hiiighliiights That’s cool! Sounds like you have great taste! :),0,1,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['hiiighliiight', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0
1823,@Smiles_2613 Treat yourself Savannah! You've earned it!,0,1,5,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['smil', 'tre', 'savannah', 'youv', 'earn']",14.0,2018.0
1824,@yungsteffan Treat yourself Steff! You've earned it! 😍,0,1,1,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['yungsteff', 'tre', 'steff', 'youv', 'earn']",14.0,2018.0
1825,@WallerLinwood Thanks for stopping by Waller! :),0,1,0,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['wallerlinwood', 'thank', 'stop', 'wal']",14.0,2018.0
1826,@PirateMonkie That's great to hear Lee! Thanks for the feedback.,0,1,1,3579034,0,0,0.6,0.475,0.807,0.0,1.0,"['piratemonky', 'that', 'gre', 'hear', 'lee', 'thank', 'feedback']",14.0,2018.0
1827,@0cit0 We're diggin’ your enthusiasm for our fries Angel. Swing by for your faves anytime the craving hits! 😍,23,1,1,3579034,0,0,0.0,0.0,0.4926,0.0,1.0,"['cit', 'diggin', 'enthusiasm', 'fri', 'angel', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0
1828,@Dgonzvlez The UberEATS website &amp; app will confirm if your address is eligible for delivery.,23,1,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['dgonzvlez', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0
