,text,created,re,fav,followC,sn,pic,polarity,subjectivity,analyzer,atCompany,inReply,textClean,week,year
0,@ekomsiii We'll have one waiting for you Shantel!,16,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['ekomsii', 'wel', 'on', 'wait', 'shantel']",15.0,2018.0
1,@T41089 Do it! We really think you'll like it!,16,0,0,3579034,0,0,0.25,0.2,0.5184,0.0,1.0,"['real', 'think', 'youl', 'lik']",15.0,2018.0
2,@GrciaChrlene That’s cool! Sounds like you have great taste! :),16,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['grciachrlene', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
3,@HaleyCalabrese Thanks Haley! Coke + us is just the perfect match!,16,0,1,3579034,0,0,0.625,0.6,0.8011,0.0,1.0,"['haleycalabres', 'thank', 'haley', 'cok', 'us', 'perfect', 'match']",15.0,2018.0
4,@jlw105 Can’t wait for you to try it! Swing by your local McD’s and let us know what you think.,16,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['jlw', 'cant', 'wait', 'try', 'swing', 'loc', 'mcds', 'let', 'us', 'know', 'think']",15.0,2018.0
5,@TacticalCrusade We really think you'll like it! It's the perfect treat for springtime!,16,0,0,3579034,0,0,0.625,0.6,0.8673,0.0,1.0,"['tacticalcrusad', 'real', 'think', 'youl', 'lik', 'perfect', 'tre', 'springtime']",15.0,2018.0
6,@Ay_Jay12 Aw you're the best ever!,16,1,0,3579034,0,0,1.0,0.3,0.6696,0.0,1.0,"['ayjay', 'aw', 'yo', 'best', 'ev']",15.0,2018.0
7,@gsdmome Great Vicki! We can't wait for you to try it!,16,0,0,3579034,0,0,1.0,0.75,0.6892,0.0,1.0,"['gsdmome', 'gre', 'vick', 'cant', 'wait', 'try']",15.0,2018.0
8,@Bdurham2112Barb That's an awesome plan Barb! We look forward to seeing you 😊,16,0,0,3579034,0,0,1.0,1.0,0.6588,0.0,1.0,"['bdurhambarb', 'that', 'awesom', 'plan', 'barb', 'look', 'forward', 'see']",15.0,2018.0
9,@Pufffml You are making us hungry...,16,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['pufffml', 'mak', 'us', 'hungry']",15.0,2018.0
10,@504KT KT YES! We’re so pumped. 😍,16,0,1,3579034,0,0,0.0,0.0,0.5754,0.0,1.0,"['kt', 'kt', 'ye', 'pump']",15.0,2018.0
11,@Sarah_Lankford We're so glad to hear you enjoy our Turtle Macchiato so much Sarah! Thanks for the love 😍,16,0,1,3579034,0,0,0.37,0.5,0.9405,0.0,1.0,"['sarahlankford', 'glad', 'hear', 'enjoy', 'turtl', 'macchiato', 'much', 'sarah', 'thank', 'lov']",15.0,2018.0
12,@summerlvn82 Very glad to hear you liked it! :) Come back soon!,16,0,1,3579034,0,0,0.475,0.7,0.865,0.0,1.0,"['summerlvn', 'glad', 'hear', 'lik', 'com', 'back', 'soon']",15.0,2018.0
13,@_OM2 Alert! We have a McD’s emergency! Someone get our friend a McFlurry stat!,16,0,0,3579034,0,0,0.0,0.0,0.5684,0.0,1.0,"['om', 'alert', 'mcds', 'emerg', 'someon', 'get', 'friend', 'mcflurry', 'stat']",15.0,2018.0
14,@lifewithcarlos Sounds good to us Carlos! We are always craving the opportunity to see more of you. :),16,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['lifewithcarlo', 'sound', 'good', 'us', 'carlo', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
15,@Amoore_97 That’s cool Al! Sounds like you have great taste! :),16,2,2,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['amo', 'that', 'cool', 'al', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
16,@KaiTheJie Sounds good to us! We're always craving the opportunity to see more of you. :),16,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['kaithejy', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
17,Me: And for my final wish —Genie: For the last time the BaconMcDouble is already $2 on the#123DollarMenu.Me: D… https://t.co/YWCgqDG1Ce,16,13,70,3579034,0,0,0.0,0.5333333333333333,0.4019,0.0,0.0,"['fin', 'wish', 'geny', 'last', 'tim', 'baconmcdoubl', 'already', 'thedollarmenum', 'httpstcoywcgqdgce']",15.0,2018.0
18,@ayounghalll Sounds like you made the right choice with #AllDayBreakfast Al! ☺,15,0,1,3579034,0,0,0.3571428571428571,0.5357142857142857,0.4199,0.0,1.0,"['ayounghall', 'sound', 'lik', 'mad', 'right', 'cho', 'alldaybreakfast', 'al']",15.0,2018.0
19,@PaintItBlues Sounds like you’re livin’ the dream. :),15,1,2,3579034,0,0,0.5,1.0,0.7579,0.0,1.0,"['paintitblu', 'sound', 'lik', 'yo', 'livin', 'dream']",15.0,2018.0
20,"@sierrabarnwell That’s cool Sierra! It’s like that old saying “The stomach wants what the stomach wants.""",15,0,1,3579034,0,0,0.234375,0.2625,0.6239,0.0,1.0,"['sierrabarnwel', 'that', 'cool', 'sierr', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",15.0,2018.0
21,@KatieeMcGowan Love is in the eye of the beholder Katie so we hope you’ll get to be holdin’ a Hot &amp; Spicy soon!,15,0,0,3579034,0,0,0.40625,0.7250000000000001,0.8258,0.0,1.0,"['katieemcgow', 'lov', 'ey', 'behold', 'katy', 'hop', 'youl', 'get', 'holdin', 'hot', 'amp', 'spicy', 'soon']",15.0,2018.0
22,@melissa4diamond Awesome plan Melissa! We can't wait for you to try it 😊,15,0,0,3579034,0,0,1.0,1.0,0.6588,0.0,1.0,"['melissadiamond', 'awesom', 'plan', 'meliss', 'cant', 'wait', 'try']",15.0,2018.0
23,@neontayto We look forward to seeing you Taylor! 😍,15,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['neontayto', 'look', 'forward', 'see', 'tayl']",15.0,2018.0
24,@champagneminaa Treat yourself Amina! You've earned it!,15,0,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['champagnemina', 'tre', 'amin', 'youv', 'earn']",15.0,2018.0
25,@mackenziethom13 Awesome plan Mackenzie! See you soon 😊,15,0,0,3579034,0,0,1.0,1.0,0.6588,0.0,1.0,"['mackenziethom', 'awesom', 'plan', 'mackenzy', 'see', 'soon']",15.0,2018.0
26,@twosmallroads Hey Ali thanks for the love!,15,0,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['twosmallroad', 'hey', 'al', 'thank', 'lov']",15.0,2018.0
27,@AliciaTWD35 That's okay Alicia! Very glad to hear you liked it! :) Come back soon!,15,0,1,3579034,0,0,0.505,0.6599999999999999,0.8972,0.0,1.0,"['aliciatwd', 'that', 'okay', 'alic', 'glad', 'hear', 'lik', 'com', 'back', 'soon']",15.0,2018.0
28,@Ryan_M_Garcia Hey Ryan! That's a great plan! See you soon 😉,15,1,3,3579034,0,0,1.0,0.75,0.6892,0.0,1.0,"['ryanmgarc', 'hey', 'ryan', 'that', 'gre', 'plan', 'see', 'soon']",15.0,2018.0
29,@Sarah82955293 Come on by Sarah! We'll have one waiting for you 😊,15,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['sarah', 'com', 'sarah', 'wel', 'on', 'wait']",15.0,2018.0
30,"@xasshlee Ashlee it’s like that old saying “The stomach wants what the stomach wants.""",15,0,0,3579034,0,0,0.16666666666666666,0.13333333333333333,0.3612,0.0,1.0,"['xasshl', 'ashl', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",15.0,2018.0
31,@STZTT716 Glad you feel that way! Maybe we can be best fry-nds!,15,0,1,3579034,0,0,0.8125,0.65,0.8309,0.0,1.0,"['stztt', 'glad', 'feel', 'way', 'mayb', 'best', 'frynd']",15.0,2018.0
32,@ToriUptown Why thank you Tori! Very glad to hear you liked it! :) Come back soon!,15,0,0,3579034,0,0,0.475,0.7,0.9094,0.0,1.0,"['toriuptown', 'thank', 'tor', 'glad', 'hear', 'lik', 'com', 'back', 'soon']",15.0,2018.0
33,@Scootdog81 Good plan Aaron! We can't wait for you to try it!,15,0,0,3579034,0,0,1.0,0.6000000000000001,0.5399,0.0,1.0,"['scootdog', 'good', 'plan', 'aaron', 'cant', 'wait', 'try']",15.0,2018.0
34,@Kyran_Johal This is what dreams are made of…. Hash Browns and you Kyran!,15,0,0,3579034,0,0,0.0,0.0,0.4574,0.0,1.0,"['kyranjoh', 'dream', 'mad', 'hash', 'brown', 'kyr']",15.0,2018.0
35,@MichelleKelchuk Awesome Michelle! Let us know what you think!,15,0,0,3579034,0,0,1.0,1.0,0.6892,0.0,1.0,"['michellekelchuk', 'awesom', 'michel', 'let', 'us', 'know', 'think']",15.0,2018.0
36,@__rml___ It's like we were reading your mind Rachel! Glad you love the deals.,15,0,0,3579034,0,0,0.5,0.8,0.8748,0.0,1.0,"['rml', 'lik', 'read', 'mind', 'rachel', 'glad', 'lov', 'deal']",15.0,2018.0
37,@ImarealWierdo That's a great plan Linsey! We look forward to seeing you 😍,15,0,0,3579034,0,0,1.0,0.75,0.6588,0.0,1.0,"['imarealwierdo', 'that', 'gre', 'plan', 'linsey', 'look', 'forward', 'see']",15.0,2018.0
38,@smiley_alanna Sounds like you’re livin’ the dream Alanna! :),15,1,1,3579034,0,0,0.5,1.0,0.7777,0.0,1.0,"['smileyalann', 'sound', 'lik', 'yo', 'livin', 'dream', 'alann']",15.0,2018.0
39,@Be_heather Hi Heather! We can't wait for you to try it! See you soon 😊,15,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['beheath', 'hi', 'heath', 'cant', 'wait', 'try', 'see', 'soon']",15.0,2018.0
40,@CuandoTeAlejas Can’t wait for you to try it! Swing by your local McD’s and let us know what you think.,14,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['cuandotealeja', 'cant', 'wait', 'try', 'swing', 'loc', 'mcds', 'let', 'us', 'know', 'think']",15.0,2018.0
41,@madole_andrew Sounds good to us Andrew! We look forward to seeing you 😍,14,0,0,3579034,0,0,0.875,0.6000000000000001,0.4926,0.0,1.0,"['madoleandrew', 'sound', 'good', 'us', 'andrew', 'look', 'forward', 'see']",15.0,2018.0
42,@OssannaF We can't wait Nicole! We really think you'll like it 😊,14,0,0,3579034,0,0,0.2,0.2,0.4688,0.0,1.0,"['ossannaf', 'cant', 'wait', 'nicol', 'real', 'think', 'youl', 'lik']",15.0,2018.0
43,@lindseycraig98 Awesome Lindsey! We want Mack as our friend!,14,1,5,3579034,0,0,1.0,1.0,0.8475,0.0,1.0,"['lindseycraig', 'awesom', 'lindsey', 'want', 'mack', 'friend']",15.0,2018.0
44,@brenduugh We want you to be happy with your meal so we encourage you to customize your order to your taste buds!,14,0,1,3579034,0,0,1.0,1.0,0.8347,0.0,1.0,"['brenduugh', 'want', 'happy', 'meal', 'enco', 'custom', 'ord', 'tast', 'bud']",15.0,2018.0
45,@kiingsamie Treat yourself! You've earned it!,14,0,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['kiingsamy', 'tre', 'youv', 'earn']",15.0,2018.0
46,@somuchforcoffee Sounds good to us! We're always craving the opportunity to see more of you. :),14,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['somuchforcoff', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
47,@yoongichul Glad the McGriddles are able to blow your taste buds away with its awesome flavor Chloe. :),14,0,0,3579034,0,0,0.625,0.90625,0.8779,0.0,1.0,"['yoongich', 'glad', 'mcgriddles', 'abl', 'blow', 'tast', 'bud', 'away', 'awesom', 'flav', 'chloe']",15.0,2018.0
48,@cantfindM0LLY Love is in the eye of the beholder Molly so we hope you’ll get to be holdin’ more Oreo McFlurries soon.,14,2,1,3579034,0,0,0.5,0.55,0.8115,0.0,1.0,"['cantfindml', 'lov', 'ey', 'behold', 'mol', 'hop', 'youl', 'get', 'holdin', 'oreo', 'mcflurries', 'soon']",15.0,2018.0
49,@sandsesarah That's awesome Sarah! Cheers to the Spring season!,14,0,0,3579034,0,0,1.0,1.0,0.8309,0.0,1.0,"['sandsesarah', 'that', 'awesom', 'sarah', 'che', 'spring', 'season']",15.0,2018.0
50,@kenc_5 That’s cool! Sounds like you have great taste! :),14,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['kent', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
51,@eIotera We can't wait to see you Kim! We really think you'll like it :),14,0,0,3579034,0,0,0.35,0.6,0.7232,0.0,1.0,"['eioter', 'cant', 'wait', 'see', 'kim', 'real', 'think', 'youl', 'lik']",15.0,2018.0
52,@ValentinaND_ Sounds good to us! We're always craving the opportunity to see more of you. :),14,2,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['valentinand', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
53,@KandJDoerffler We really think you'll like it Keith! Stop by soon!,14,0,0,3579034,0,0,0.3125,0.2,0.2841,0.0,1.0,"['kandjdoerffl', 'real', 'think', 'youl', 'lik', 'kei', 'stop', 'soon']",15.0,2018.0
54,@sweepea98 Can’t wait for you to try it Jennifer! Swing by your local McD’s and let us know what you think.,14,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['sweepe', 'cant', 'wait', 'try', 'jen', 'swing', 'loc', 'mcds', 'let', 'us', 'know', 'think']",15.0,2018.0
55,@chelsead2015 Because you want nothing but the best Chelsea! :),14,0,0,3579034,0,0,0.75,0.65,-0.1764,0.0,1.0,"['chelsead', 'want', 'noth', 'best', 'chelse']",15.0,2018.0
56,@Tysonspencer16 Tyson Yaaassss! 🙌 We’re looking forward to seeing you soon!,14,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['tysonsp', 'tyson', 'yaaassss', 'look', 'forward', 'see', 'soon']",15.0,2018.0
57,@MaryBak65076414 That's awesome Mary! We look forward to seeing you :),14,0,0,3579034,0,0,0.75,1.0,0.8122,0.0,1.0,"['marybak', 'that', 'awesom', 'mary', 'look', 'forward', 'see']",15.0,2018.0
58,@JoyceGa94562744 That's a great plan Joyce! We really think you'll like it 😊,14,0,0,3579034,0,0,0.6,0.475,0.7995,0.0,1.0,"['joyceg', 'that', 'gre', 'plan', 'joyc', 'real', 'think', 'youl', 'lik']",15.0,2018.0
59,@sabrinamaviles Aw Sabrina! You're the best ever!,14,1,3,3579034,0,0,1.0,0.3,0.6988,0.0,1.0,"['sabrinamavil', 'aw', 'sabrin', 'yo', 'best', 'ev']",15.0,2018.0
60,@devendecane Treat yourself! You've earned it!,14,0,1,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['devendec', 'tre', 'youv', 'earn']",15.0,2018.0
61,@AidaMations Sounds like you’re livin’ the dream Aida. :),14,0,0,3579034,0,0,0.5,1.0,0.7579,0.0,1.0,"['aidam', 'sound', 'lik', 'yo', 'livin', 'dream', 'aid']",15.0,2018.0
62,@benjibree Sounds good to us! We're always craving the opportunity to see more of you. :),14,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['benjibr', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
63,@_jamaicanese Good things come to those who wait but better things come to those who act fast! Hope to see you soon!,14,0,0,3579034,0,0,0.5041666666666667,0.5666666666666668,0.8816,0.0,1.0,"['jamaicanes', 'good', 'thing', 'com', 'wait', 'bet', 'thing', 'com', 'act', 'fast', 'hop', 'see', 'soon']",15.0,2018.0
64,@myyk4h Sounds like you have great taste Micah! :),14,0,0,3579034,0,0,0.75,0.875,0.8718,0.0,1.0,"['myykh', 'sound', 'lik', 'gre', 'tast', 'micah']",15.0,2018.0
65,@wallyboag Thanks for stopping by Patrick. Hope you guys enjoy your meal!,13,0,0,3579034,0,0,0.35,0.35,0.8268,0.0,1.0,"['wallybo', 'thank', 'stop', 'patrick', 'hop', 'guy', 'enjoy', 'meal']",15.0,2018.0
66,@SydneyDeprimo We really think you'll like it Sydney! It's the perfect treat for springtime!,13,0,0,3579034,0,0,0.625,0.6,0.8673,0.0,1.0,"['sydneydeprimo', 'real', 'think', 'youl', 'lik', 'sydney', 'perfect', 'tre', 'springtime']",15.0,2018.0
67,@nehcten It’s all about options Aiden. Drive thru counter or kiosk we’re working to offer multiple ways to order your favorite items!,13,0,0,3579034,0,0,0.3125,0.5,0.5093,0.0,1.0,"['nehct', 'opt', 'aid', 'driv', 'thru', 'count', 'kiosk', 'work', 'off', 'multipl', 'way', 'ord', 'favorit', 'item']",15.0,2018.0
68,@RaffSoulless Air high-five!,13,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['raffsoulless', 'air', 'highf']",15.0,2018.0
69,@JillSmurf13 Sounds like a good plan to us Jill! See you soon 😍,13,0,0,3579034,0,0,0.875,0.6000000000000001,0.69,0.0,1.0,"['jillsmurf', 'sound', 'lik', 'good', 'plan', 'us', 'jil', 'see', 'soon']",15.0,2018.0
70,@sorryimbritt The UberEATS website &amp; app will confirm if your address is eligible for delivery Brittany!,13,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['sorryimbrit', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery', 'brittany']",15.0,2018.0
71,@14Keyton Awesome Keyton! You must be hearing those good vibes we’ve been sending your way! :),13,0,0,3579034,0,0,0.7916666666666666,0.8666666666666667,0.8906,0.0,1.0,"['keyton', 'awesom', 'keyton', 'must', 'hear', 'good', 'vib', 'wev', 'send', 'way']",15.0,2018.0
72,@TeaTurtleEthan Sounds good to us! We are always craving the opportunity to see more of you. :),13,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['teaturtleeth', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
73,@sbokjoo Treat yourself! You've earned it!,13,0,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['sbokjoo', 'tre', 'youv', 'earn']",15.0,2018.0
74,@Jessica32187C That sounds like an awesome plan Jessica! See you soon 😊,13,0,0,3579034,0,0,1.0,1.0,0.784,0.0,1.0,"['jessicac', 'sound', 'lik', 'awesom', 'plan', 'jessic', 'see', 'soon']",15.0,2018.0
75,@aaajarg_ We'll have some waiting for you!,13,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['aaajarg', 'wel', 'wait']",15.0,2018.0
76,@estupelupe GuadalupeYaaassss! 🙌 We’re looking forward to seeing you soon!,13,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['estupelup', 'guadalupeyaaassss', 'look', 'forward', 'see', 'soon']",15.0,2018.0
77,@Kalifornia223 Treat yourself! You've earned it!,13,0,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['kaliforn', 'tre', 'youv', 'earn']",15.0,2018.0
78,@Jameslthorpejr3 Can’t wait for you to try it James! Swing by your local McD’s and let us know what you think.,13,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['jameslthorpejr', 'cant', 'wait', 'try', 'jam', 'swing', 'loc', 'mcds', 'let', 'us', 'know', 'think']",15.0,2018.0
79,@yukishion16 We really think you'll like it! It's the perfect treat for springtime!,13,0,1,3579034,0,0,0.625,0.6,0.8673,0.0,1.0,"['yuk', 'real', 'think', 'youl', 'lik', 'perfect', 'tre', 'springtime']",15.0,2018.0
80,@mickaykay02 That’s awesome Michaela! Sounds like you have great taste! :),13,0,1,3579034,0,0,0.8333333333333334,0.9166666666666666,0.9358,0.0,1.0,"['mickaykay', 'that', 'awesom', 'michael', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
81,@_absolutevirtue Sounds good to us! We're always craving the opportunity to see more of you. :),13,0,1,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['absolutevirtu', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
82,@GreatDayneMisso Sounds like you’re livin’ the dream! :),13,0,0,3579034,0,0,0.5,1.0,0.7777,0.0,1.0,"['greatdaynemisso', 'sound', 'lik', 'yo', 'livin', 'dream']",15.0,2018.0
83,@jnancarlos Hey Juan thanks for the love!,13,0,0,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['jnancarlo', 'hey', 'juan', 'thank', 'lov']",15.0,2018.0
84,@swipathegoat Treat yourself tyshinique. You've earned it!,12,0,0,3579034,0,0,0.0,0.0,0.4574,0.0,1.0,"['swipathego', 'tre', 'tyshin', 'youv', 'earn']",15.0,2018.0
85,@itskassandra1 Glad you feel that way Kassie! Maybe we can be best fry-nds!,12,0,1,3579034,0,0,0.8125,0.65,0.8309,0.0,1.0,"['itskassandr', 'glad', 'feel', 'way', 'kassy', 'mayb', 'best', 'frynd']",15.0,2018.0
86,@maaaaaarrry_ Sounds good to us Mary! We are always craving the opportunity to see you. :),12,1,3,3579034,0,0,0.6875,0.8,0.8398,0.0,1.0,"['maaaaaarrry', 'sound', 'good', 'us', 'mary', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
87,@Hannahlove715 We like to evolve our menu so we change it up from time to time. Hope you find a new favorite Hannah!,11,0,0,3579034,0,0,0.3806818181818182,0.7272727272727273,0.8268,0.0,1.0,"['hannahlov', 'lik', 'evolv', 'menu', 'chang', 'tim', 'tim', 'hop', 'find', 'new', 'favorit', 'hannah']",15.0,2018.0
88,@topmodel_jasss Treat yourself Jass! You've earned it! 😍,5,0,1,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['topmodeljasss', 'tre', 'jass', 'youv', 'earn']",15.0,2018.0
89,@ashleyloui1 The UberEATS website &amp; app will confirm if your address is eligible for delivery.,4,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['ashleylou', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
90,@j201194 Thanks for stopping by! :),4,0,1,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['j', 'thank', 'stop']",15.0,2018.0
91,@Alexis_asatta Treat yourself Alexis! You've earned it! 😍,4,0,0,3579034,0,0,0.0,0.0,0.508,0.0,1.0,"['alexisasatt', 'tre', 'alex', 'youv', 'earn']",15.0,2018.0
92,@Laurendaake Hey Lauren thanks for the love!,4,0,1,3579034,0,0,0.4125,0.4,0.8122,0.0,1.0,"['laurendaak', 'hey', 'laur', 'thank', 'lov']",15.0,2018.0
93,@shannabanana22 Air high-five Shannon! ✋,4,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['shannabanan', 'air', 'highf', 'shannon']",15.0,2018.0
94,@corij_22 Sounds good to us Cori! We are always craving the opportunity to see more of you. :),4,0,0,3579034,0,0,0.625,0.7000000000000001,0.8502,0.0,1.0,"['corid', 'sound', 'good', 'us', 'cor', 'alway', 'crav', 'opportun', 'see']",15.0,2018.0
95,@foreign_pam Breakfast game on point Pam.,4,0,0,3579034,0,0,-0.4,0.4,0.0,0.0,1.0,"['foreignpam', 'breakfast', 'gam', 'point', 'pam']",15.0,2018.0
96,@SweetJoyas That’s cool Hayyim! Sounds like you have great taste! :),4,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['sweetjoya', 'that', 'cool', 'hayyim', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
97,@Tayylorrcook We're diggin’ your enthusiasm for our sweet tea Taylor. Swing by for your faves anytime the craving hits! 😍,4,0,1,3579034,0,0,0.4375,0.65,0.7345,0.0,1.0,"['tayylorrcook', 'diggin', 'enthusiasm', 'sweet', 'tea', 'tayl', 'swing', 'fav', 'anytim', 'crav', 'hit']",15.0,2018.0
98,@_tylerelyse The UberEATS website &amp; app will confirm if your address is eligible for delivery.,4,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['tylerelys', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
99,@Shelbyaaannn Air high-five Shelby! ✋,3,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['shelbyaaann', 'air', 'highf', 'shelby']",15.0,2018.0
100,@CamJ04 That’s cool Cameron! Sounds like you have great taste! :),3,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['cams', 'that', 'cool', 'cameron', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
101,@DelcyGoodman The UberEATS website &amp; app will confirm if your address is eligible for delivery. 😍,3,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['delcygoodm', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
102,@RethHanna Thanks for stopping by Hanna! :),3,0,1,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['rethhann', 'thank', 'stop', 'hann']",15.0,2018.0
103,@caitlinklinger The UberEATS website &amp; app will confirm if your address is eligible for delivery.,3,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['caitlinkl', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
104,@_gawddessxo_ That’s cool! Sounds like you have great taste! :),3,0,0,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['gawddessxo', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
105,@26dk2 That’s cool! Sounds like you have great taste! :),3,0,1,3579034,0,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,1.0,"['dk', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",15.0,2018.0
106,@jujuhasz9 Air high-five Alex! ✋,3,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['jujuhasz', 'air', 'highf', 'alex']",15.0,2018.0
107,@KarinMg94 Thanks for stopping by Karin! :),3,0,1,3579034,0,0,0.375,0.6,0.68,0.0,1.0,"['karinmg', 'thank', 'stop', 'karin']",15.0,2018.0
108,@savannnaaahhh The UberEATS website &amp; app will confirm if your address is eligible for delivery.,3,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['savannnaaahhh', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
109,"@ErinStevens6 That’s cool Erin. It’s like that old saying “The stomach wants what the stomach wants.""",3,0,1,3579034,0,0,0.21249999999999997,0.2625,0.5859,0.0,1.0,"['erinstev', 'that', 'cool', 'erin', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",15.0,2018.0
110,@MsMongRi Aw you're the best ever Ari!,2,0,0,3579034,0,0,1.0,0.3,0.6696,0.0,1.0,"['msmongri', 'aw', 'yo', 'best', 'ev', 'ar']",15.0,2018.0
111,@caitlinmeehan Why thank you Kaitlin! Very glad to hear you liked it! 😍 Come back soon!,2,0,0,3579034,0,0,0.4666666666666666,0.6,0.858,0.0,1.0,"['caitlinmeeh', 'thank', 'kaitlin', 'glad', 'hear', 'lik', 'com', 'back', 'soon']",15.0,2018.0
112,@HeatherMagalla1 We'll have one waiting for you Heather! 😍,2,0,1,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['heathermagall', 'wel', 'on', 'wait', 'heath']",15.0,2018.0
113,@JuanJoseMunozJ4 The UberEATS website &amp; app will confirm if your address is eligible for delivery.,2,0,0,3579034,0,0,0.0,0.0,0.0,0.0,1.0,"['juanjosemunozs', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",15.0,2018.0
