,text,re,fav
797,"['throw', 'ivy', 'whisp', 'on', 'know', 'httpstcomtffquhfz']",350,910
798,"['think', 'work', 'yo', 'going', 'get', 'don', 'mdw', 'httpstcowcgqaeginj']",52,275
799,"['cal', 'salvy', 'smoo', 'hr', 'httpstcouglzdyfkmk', 'hr', 'httpstcoczhptwjn', 'httpstcodpfptwdxf']",79,419
800,"['look', 'look', 'captain', 'httpstcowdeyuhctz']",152,596
801,"['vint', 'chas', 'utley', 'httpstcoqtfovslu', 'httpstcoloikz']",236,706
802,"['lit', 'httpstcozhcaspdyd']",342,1073
803,"['thejudg', 'back', 'httpstcofeqaub', 'httpstconbsvkwqi']",75,318
804,"['let', 'big', 'dog', 'eat', 'httpstcoeympuodd']",79,306
805,"['how', 'sunday', 'miketrout', 'httpstcowiuvljt']",74,405
806,"['cant', 'touch', 'httpstcovkzmqiwg']",184,812
807,"['best', 'mov', 'room', 'also', 'httpstcoirccaqyuzu']",791,2548
808,"['judg', 'rul', 'gon', 'httpstcocmitcwezc', 'httpstcokkyalpnixt']",43,204
809,"['best', 'souvenir', 'com', 'unexpect', 'httpstcomtausw', 'httpstcoqdfhyz']",171,1062
810,"['dperalta', 'watch', 'httpstcogzemrysqb', 'httpstcomksqltcuue']",121,410
811,"['rob', 'httpstcovjiyznnvut', 'walkoff', 'httpstcoewzqrjixob']",70,339
812,"['gradu', 'ide', 'httpstcoxcfywmbieq']",374,1221
813,"['going', 'friday', 'night', 'lik', 'httpstcoldmhzb', 'httpstcolfymzqusox']",61,211
814,"['oh', 'dansby', 'httpstcovhdsnue', 'httpstcolqwmrhmlix']",740,1771
815,"['spin', 'flip', 'httpstcomzlbqxg', 'httpstcoyasnewons']",61,231
816,"['see', 'claytonkersh', 'try', 'play', 'cool', 'httpstcoynwjlpibh']",220,1026
817,"['jolamakin', 'toss', 'fil', 'httpstcobzpwebeyh']",144,450
818,"['year', 'ago', 'today', 'randy', 'johnson', 'perfect', 'httpstcoeegqfwsz', 'httpstcoeoihdyogt']",301,1152
819,"['cant', 'hit', 'httpstcotrxanydd']",166,712
820,"['stand', 'stick', 'glov', 'air', 'il', 'tak', 'car', 'ithttpstcoycwuuw', 'httpstcogluyckzfj']",57,322
821,"['gloveflip', 'httpstcopiesbun']",387,1158
822,"['wednesday', 'httpstcoauxlgalo']",36,167
823,"['kkiermay', 'enderinciartem', 'know', 'exact', 'end', 'gam', 'httpstcouztvjsv']",13,84
824,"['drobertson', 'awesom', 'dont', 'let', 'touch', 'ground', 'kid', 'httpstcopezuaczwh', 'httpstcowzdcydilv']",20,73
825,"['day', 'boomerwel', 'perfect', 'httpstcodqdlzob', 'httpstcoixsjiuhs']",176,558
826,"['goe', 'sweetswingin', 'reason', 'httpstcojyefxvtdiz', 'httpstcoxcaxkxkxo']",37,196
827,"['xand', 'think', 'lov', 'ev', 'swim', 'httpstcofxgqppch']",155,617
828,"['get', 'show', 'arm', 'httpstcolwuncpoy', 'httpstcodklkjwuu']",66,340
829,"['catch', 'coolth', 'land', 'httpstcoomokuimjd', 'httpstcotqwdsunfa']",639,1853
830,"['alright', 'alright', 'alright', 'httpstcoxdqxtiguu']",175,827
831,"['teamcjcorre', 'respect', 'solid', 'haircut', 'httpstcoebceaelwv']",235,927
832,"['freem', 'got', 'las', 'foc', 'httpstcozvxcehefz', 'httpstcoahpaajzx']",91,273
833,"['win', 'sav', 'ks', 'happy', 'birthday', 'hal', 'fam', 'john', 'smoltz', 'httpstcoqjpphrj']",306,1093
834,"['tomorrow', 'httpstcoydjqhopxu']",51,397
835,"['bryc', 'good', 'friend', 'hel', 'nev', 'leav', 'stranded', 'httpstcousezfdxo']",344,1719
836,"['immac', 'max', 'httpstcokxisvtpsjj', 'httpstcotwwabkqv']",74,349
837,"['etch', 'hist', 'forev', 'jeternight', 'httpstcomgkl']",714,1799
838,"['yank', 'play', 'ev', 'wear', 'httpstcoelrgvsc']",1319,2983
839,"['happy', 'mothersday', 'mom', 'lov', 'httpstcopjndaxoss']",56,340
840,"['set', 'weekend', 'almost', 'httpstcoeljkhmn']",167,485
841,"['vint', 'treavturn', 'httpstcoaxzwxzies', 'httpstcotwagpeddv']",148,532
842,"['coreys', 'mak', 'mom', 'proud', 'httpstcodytfaueca', 'mothersday', 'httpstcouglidmehw']",24,120
843,"['mak', 'grab', 'mak', 'someon', 'day', 'httpstcoygtnrx', 'httpstcoyiaclklpd']",56,246
844,"['guess', 'went', 'deep', 'httpstcoowgjstuj', 'httpstcomkwdqetr']",127,480
845,"['her', 'twotim', 'cyyoung', 'award', 'win', 'royhalladay', 'perfect', 'birthday', 'httpstcovdgmcyiy']",84,336
846,"['bharp', 'pretty', 'good', 'walkoff', 'hom', 'thing', 'httpstcohwasvj', 'httpstcolpwlxsc']",102,302
847,"['hug', 'httpstcoteiywjnvsx', 'walkoff', 'httpstcoufshmxmdp']",62,333
848,['httpstcoepndxqdrf'],200,672
849,"['sign', 'squirrel', 'httpstcorauxfxetvy', 'httpstcoqamjsrhmdy']",177,521
850,"['lay', 'saturday', 'afternoon', 'httpstcogenyesjhp']",12,112
851,"['wak', 'birthday', 'httpstcoolttafho']",23,213
852,"['com', 'big', 'bust', 'httpstcoxwjjihf', 'httpstcotncvihoxtq']",142,626
853,"['got', 'dud', 'httpstcoocnfxxy']",248,1146
854,"['believ', 'cody', 'two', 'year', 'young', 'httpstcoucyljps']",267,795
855,"['willson', 'httpstcogzwbsgli']",43,215
856,"['mccullers', 'mov', 'httpstcoqmxbbygws']",294,708
857,"['fridayread', 'yasielpuig', 'httpstcoeqbyweito']",69,276
858,"['basebal', 'perc', 'ment', 'half', 'physicalw', 'miss', 'yog', 'httpstcoughuxsake']",151,456
859,"['realcarlosgomez', 'alway', 'look', 'reason', 'batflip', 'httpstcosixjrkg']",147,619
860,"['party', 'partyhttpstcoadlzjnux', 'httpstcomfxhxnels']",35,146
861,"['us', 'produc', 'elyu', 'httpstcobdnjgtyjal']",251,818
862,"['thejudg', 'mak', 'dream', 'com', 'tru', 'httpstcomczqypxzh']",71,367
863,"['milwauk', 'wont', 'miss', 'mooky', 'httpstcouxksrsnvxy', 'httpstcobjreecz']",120,420
864,"['bal', 'ballboy', 'httpstcocrjoqrhr', 'httpstcouucliv']",118,315
865,"['rougn', 'od', 'jump', 'thiiiiiy', 'highhttpstcopaoyaczcq', 'httpstcoljagjs']",212,678
866,"['dustyal', 'kid', 'httpstcohopryrhl', 'httpstcostmnikvjo']",431,1347
867,"['substitut', 'teach', 'walk', 'httpstcoxxndpelbfl']",171,630
868,"['nastyhttpstcobhfaarxsav', 'httpstcoqqezjdg']",111,341
869,"['stay', 'hyp', 'though', 'httpstcoenclyakor']",234,849
870,"['get', 'cal', 'princip', 'off', 'httpstcolxyubuvo']",132,648
871,"['real', 'wednesday', 'httpstcoscfvmhp', 'httpstcovfbjgvepj']",247,578
872,"['wayhttpstcosbvuff', 'httpstcobyacziitjw']",12,68
873,"['bas', 'ballhttpstcozusngbvv', 'httpstcomgehwjvd']",232,865
874,"['two', 'tim', 'httpstcolpuvcc']",152,837
875,"['mak', 'out', 'friendshttpstcocqsnjndvp', 'httpstcovtrjxiufk']",81,337
876,"['typ', 'maxscherzerhttpstcoopqdjeg', 'httpstcooaozefod']",15,57
877,"['get', 'stay', 'past', 'bedtim', 'httpstcorsyxts']",133,681
878,"['headfirst', 'slidehttpstcohgxrolnqr', 'httpstcoeoznruxtb']",94,211
879,"['hit', 'unwelcom', 'cargo', 'territ', 'httpstcoebnfmvfca', 'httpstcoebxjgymdv']",35,121
880,"['car', 'hit', 'playerth', 'lat', 'tony', 'gwyn', 'born', 'day', 'httpstcoridugykfvi']",362,1299
881,"['replayth', 'athlet', 'keep', 'hit', 'walkoff', 'httpstcodjurryimv', 'httpstcomfgjvwgqz']",57,172
882,"['walkoff', 'walk', 'httpstcoocpbnbywq', 'httpstcoapuepaayd']",77,392
883,"['speechless', 'without', 'speech', 'httpstcoggdcma', 'httpstcoijyirzy']",205,1223
884,"['excel', 'could', 'excus', 'momentstep', 'outsidetmasahiro', 'httpstcowhpfgauvqm']",148,498
885,"['toronto', 'stil', 'lov', 'encadwin', 'httpstcorqysvmj', 'httpstcopycthdzuq']",143,644
886,"['hiddenschwarb', 'trick', 'httpstcowtsiqime', 'httpstcoyhfhdpoy']",20,92
887,"['bruh', 'httpstcoorsfgqik', 'httpstcozwvxglnvmq']",44,196
888,"['yo', 'happy', 'hom', 'httpstcojtchld', 'httpstcogtzbzxyor']",202,796
889,"['new', 'day', 'new', 'athlet', 'walkoff', 'morepy', 'httpstcohcmpvjsr', 'httpstcoyqetavdxt']",107,440
890,"['hanleyramirez', 'demand', 'train', 'result', 'speak', 'httpstcotambnozdw']",40,141
891,"['win', 'gameget', 'walkoff', 'tre', 'httpstcohcccvjtl', 'httpstcoczaryiwl']",21,109
892,"['simb', 'rescu', 'httpstcobbqjmqjmb', 'walkoff', 'httpstcoexrvhfveo']",25,66
893,"['coreys', 'left', 'claytonkersh', 'speechless', 'httpstcoiofnweecx', 'httpstcouxdlj']",77,285
894,"['thjhaydaman', 'aint', 'got', 'tim', 'httpstcoinhdegl', 'walkoff', 'httpstcowjxjzgt']",38,223
895,"['leav', 'work', 'fre', 'souvenir', 'lik', 'httpstcoojzkqgdz']",76,396
896,"['chant', 'httpstcocglzuow', 'httpstconjavpwlcw']",67,238
897,"['lik', 'old', 'tim', 'httpstcocqqraymfg', 'httpstcovanqdsxr']",74,308
898,"['bet', 'spikel', 'enjoy', 'on', 'httpstcotcvyfvmwl']",36,164
899,"['say', 'nl', 'hom', 'run', 'leadernot', 'today', 'httpstcofdwzst', 'httpstcojpbdwif']",29,101
900,"['hanleyramirez', 'alway', 'know', 'camer', 'httpstcoearmytcps']",166,669
901,"['alltim', 'highlight', 'alltim', 'gre', 'httpstcomxybqstg']",82,284
902,"['say', 'hey', 'wil', 'may', 'th', 'birthday', 'httpstcoueoyriezv']",170,405
903,"['inningsrougy', 'said', 'httpstcozhrxv', 'httpstcojzsuabyjgq']",166,591
904,"['remind', 'codybel', 'year', 'old', 'thishr', 'httpstcoubdrdeanhr', 'httpstcoqasxgdt']",123,330
905,"['joe', 'hom', 'decid', 'cal', 'httpstcoipgsgyrjy', 'walkoff', 'httpstcoqmpwaz']",23,136
906,"['ok', 'yo', 'show', 'httpstcoitxbcfb', 'httpstcolgkjcpc']",42,197
907,"['pro', 'tip', 'dont', 'throw', 'goldy', 'httpstcoruvndkdcs', 'crush', 'httpstcohfxogtjh']",10,55
908,"['yo', 'twit', 'beef', 'squad', 'jump', 'httpstcowiouhhtbw']",75,283
909,"['comeback', 'feel', 'httpstcoiaxjhbnz', 'httpstcojktussygz']",308,769
910,"['got', 'souvenir', 'hand', 'httpstcocqnwstcvk']",111,613
911,"['baseballhug', 'best', 'httpstcolcuevagcp']",24,135
912,"['rt', 'mlb', 'appropry', 'react', 'scor', 'play', 'lik', 'httpstcodscjorjbt', 'httpstcoocvyuyt']",81,0
913,"['gon', 'na', 'nee', 'new', 'on', 'httpstcoqnzashfku']",72,329
914,"['sav', 'rebel', 'sav', 'dream', 'maythethbewithyou', 'httpstcoiyiaqnrc']",55,164
915,"['sens', 'someth', 'pres', 'iv', 'felt', 'sint', 'maythethbewithyou', 'httpstcoapmhfsdmit']",86,210
916,"['anderson', 'got', 'ticket', 'gam', 'howd', 'get', 'ticket', 'httpstcovwavkiecn']",60,227
917,"['ichiro', 'stil', 'cov', 'ground', 'httpstcoohalpwnd', 'httpstcokwwvrcephw']",235,810
918,"['vin', 'yo', 'goat', 'httpstcohhawvivenz']",415,1064
919,"['didnt', 'want', 'salmon', 'said', 'four', 'tim', 'httpstcoxbdqzemqe', 'httpstcouyjfwxjam']",441,934
920,"['shakeonit', 'httpstcosgmrxyc']",41,195
921,"['oh', 'httpstcodpjvhsr']",98,452
922,"['siz', 'cle', 'couldnt', 'ev', 'knock', 'bal', 'httpstcoaqdnccmw', 'httpstcotjebfya']",135,515
923,"['known', 'many', 'year', 'first', 'tim', 'youv', 'com', 'counsel', 'help', 'httpstcohgidjfukn']",81,397
924,"['puig', 'goto', 'gif', 'httpstcolliykoer']",284,1291
925,"['ey', 'deceiv', 'httpstcospyzzwxje']",994,2998
926,"['could', 'say', 'ar', 'see', 'bal', 'wel', 'jam', 'paxton', 'httpstcodaacuyb']",71,303
927,"['miguelcabrer', 'welcom', 'back', 'thank', 'much', 'httpstcoffqotzaxo', 'httpstconjibgmfsj']",94,315
928,"['realtim', 'look', 'chris', 'sal', 'right', 'httpstcomsyuobk']",83,262
929,"['codybel', 'ready', 'closeup', 'httpstcodcienamf']",29,260
930,"['swim', 'mov', 'httpstcoaisnibmxm']",344,1009
931,"['start', 'week', 'high', 'not', 'httpstcootevdxxzj', 'walkoff', 'httpstcoqzuqflmzhb']",9,57
932,"['manny', 'monst', 'httpstcodaykzxq', 'crush', 'httpstcotsajenbe']",72,178
933,"['cool', 'luisseverino', 'filthy', 'httpstcorrrilbifth']",209,587
934,"['op', 'jar', 'on', 'could', 'budg', 'httpstcoorphzhhh']",313,1075
935,"['basebal', 'exit', 'stag', 'left', 'httpstcokteoaczcv']",80,372
936,"['best', 'kind', 'splashdown', 'walkoff', 'splashdown', 'httpstcodmnfqrgwkq', 'httpstcorqbdpovk']",139,452
937,"['pur', 'joy', 'httpstcopwyzirkjl', 'httpstcohztryl']",126,447
938,"['rain', 'basebal', 'httpstcoypiboabsv']",100,349
939,"['wal', 'saw', 'lif', 'flash', 'ey', 'httpstcoidudiorer', 'httpstcohcrvkluzrn']",133,548
940,"['yungjoc', 'lik', 'httpstcoagoao']",43,279
941,"['hom', 'everyoneyasielpuig', 'httpstcolyejewrhecodybellinger', 'httpstcornqrgkdoqredturn', 'httpstcobivupvole']",67,237
942,"['dodg', 'right', 'httpstcovillyyapj']",799,2728
943,"['burst', 'bubbl', 'tommyjoseph', 'httpstcojyyatxuct']",24,121
944,"['first', 'mlb', 'hom', 'someth', 'codybel', 'httpstcoevliunhda', 'httpstcofwmusmmikv']",221,689
945,"['ok', 'wilmy', 'tak', 'second', 'admir', 'on', 'httpstcodzuwwspv', 'httpstcovskofyi']",131,455
946,"['thecutch', 'spikin', 'em', 'httpstcotpgbtnhdc']",37,200
947,"['ah', 'big', 'tex', 'rightyit', 'good', 'look', 'jjwatt', 'httpstcoeazuot']",581,2842
948,"['find', 'cur', 'fry', 'basket', 'fri', 'httpstcojoygseswz']",191,913
949,"['sup', 'httpstcoiuooatytrl']",90,373
950,"['photo', 'fin', 'httpstcorkaduas', 'httpstcocbhychush']",67,226
951,"['tabl', 'filthy', 'httpstcorvrggxqqv']",211,765
952,"['try', 'littl', 'leagu', 'gifyourchild', 'httpstcotcrhdwefd']",91,359
953,"['gifyourchild', 'fal', 'birthday', 'happy', 'birthday', 'jerryseinfeld', 'httpstcoexiizoec']",44,266
954,"['matty', 'ic', 'httpstconduilnmdhe', 'httpstcolucpumzg']",87,284
955,"['kb', 'httpstcoqjdzrqhez', 'httpstcoafwqnujsbk']",142,492
956,"['div', 'did', 'back', 'httpstcodifybiqpw', 'httpstcotjoptrzge']",44,152
957,"['watch', 'clock', 'end', 'work', 'lik', 'httpstcomvywsmxiy']",238,612
958,"['weekend', 'plan', 'lit', 'httpstcongyjrx']",161,554
959,"['nod', 'birthday', 'httpstcozpvksawhqj']",8,92
960,"['nationalsuperheroday', 'httpstcozjojfqodp']",83,379
961,"['fifteen', 'basebal', 'gam', 'tonight', 'maketodaybetterinword', 'httpstcorawirklw']",221,768
962,"['khatch', 'httpstcoozhbww', 'httpstcowjipigqif']",93,367
963,"['breezy', 'k', 'babyhttpstcowaytoztvf', 'httpstcoicckecfn']",18,85
964,"['good', 'efforthttpstcoocpkxoug', 'httpstcoflsfurmf']",109,380
965,"['swing', 'awayhttpstcokmmpjlqejy', 'httpstcoxpqfcpb']",17,60
966,"['blu', 'nonch', 'httpstcokwpltngmx', 'httpstcovkrff']",477,1408
967,"['hero', 'get', 'rememb', 'legend', 'nev', 'die', 'year', 'ago', 'today', 'yank', 'held', 'baberuthday', 'hon', 'gre', 'httpstcoubzskvtk']",419,1029
968,"['allstarroysilv', 'sluggerand', 'dodg', 'star', 'coreys', 'turn', 'year', 'old', 'today', 'httpstcockpxutfzu']",389,1103
969,"['walkoff', 'httpstcopbjbxawrr']",87,386
970,"['break', 'bat', 'season', 'httpstcoaxeoxhbrum']",264,999
971,"['start', 'car', 'bat', 'httpstcoyrogsqkt', 'httpstcowoiccjs']",210,936
972,"['sid', 'bar', 'httpstcobiwcfincxh', 'httpstcojwndgvuvq']",151,378
973,"['get', 'hump', 'day', 'lik', 'httpstcobsgilv']",1181,2033
974,"['verdict', 'tim', 'celebratehappy', 'birthday', 'yank', 'slug', 'thejudg', 'httpstcomfimtrspf']",248,788
975,"['chris', 'coghl', 'try', 'hom', 'httpstcosjrsscvbn']",2731,4258
976,"['stil', 'ridic', 'httpstcoijwcxf']",369,775
977,"['cant', 'stop', 'watch', 'httpstcoiyzemtqx', 'httpstcojazaxavnaz']",2804,4182
978,"['manny', 'magnet', 'httpstconffkdmefub', 'httpstcobpeblwvho']",59,202
979,"['elyu', 'quit', 'trendset', 'httpstcopyvxkug']",45,158
980,"['pres', 'without', 'com', 'worldpenguinday', 'httpstcodgkmjri']",150,524
981,"['going', 'hom', 'work', 'lik', 'httpstcodrlwaystb', 'httpstcokbxhhyr']",196,680
982,"['httpstcopexcomngmp', 'httpstcoobpfmeb']",270,723
983,"['yasielpuig', 'chil', 'httpstcokrtnvtqjzq', 'httpstcowvnaouthmf']",101,266
984,"['hi', 'httpstcorvamg']",77,438
985,"['bird', 'fly', 'northkim', 'httpstcojphlutvbxschoop', 'httpstcofdfkubiw', 'httpstcoxzlhfokkxw']",21,79
986,"['yo', 'lead', 'mlb', 'hom', 'shakeonit', 'httpstcoymbfaz']",40,188
987,"['erictham', 'wok', 'beast', 'mod', 'hr', 'httpstcosrdkyhdeffhr', 'httpstcodxuoxwaaf', 'httpstcohrrfinb']",87,250
988,"['shakeonit', 'flex', 'em', 'httpstcowxemlplz']",26,84
989,"['th', 'birthday', 'good', 'tim', 'ev', 'apprecy', 'smooth', 'om', 'vizquel', 'httpstcofsfzbohi']",342,881
990,"['happy', 'birthday', 'anoth', 'alltim', 'gre', 'switchhit', 'carlosbelt', 'httpstcoolxntvp']",294,1036
991,"['someon', 'tel', 'realcs', 'cant', 'whatev', 'want', 'birthday', 'httpstcornkcsunfzl']",158,542
992,"['cloudy', 'chant', 'seagul', 'httpstcoqzdhqhzwv']",102,454
993,"['mooos', 'fight', 'good', 'fight', 'world', 'nee', 'moos', 'emojihttpstcohodlyyng', 'httpstconnprqleew']",66,262
994,"['go', 'ahead', 'nam', 'keonddbroxton', 'mov', 'httpstcowxtqqcfll']",38,186
995,"['way', 'slow', 'billyhamilton', 'httpstcozuxsezc', 'httpstcoznlqqoo']",165,716
996,"['red', 'baron', 'mak', 'play', 'night', 'httpstcozfnomefm', 'httpstcoxnzrypfu']",148,557
997,"['could', 'new', 'dant', 'sum', 'puigyourtrendset', 'httpstcogsvqbzit']",117,500
998,"['baby', 'much', 'swag', 'httpstcoqjiuevfk']",79,472
999,"['two', 'scoop', 'mak', 'three', 'im', 'driv', 'httpstcozblcyaono']",172,902
1000,"['shakeonit', 'lik', 'star', 'httpstcoxkrxynquy', 'httpstcojscgbfgbr']",31,124
1001,"['grad', 'aw', 'httpstcoqqdfttqpey']",103,464
1002,"['tradit', 'unlik', 'arosy', 'hom', 'sprint', 'httpstcotggyhoim', 'httpstcojmemqtzwe']",45,202
1003,"['cant', 'break', 'flow', 'httpstcohffcfnmxo']",105,490
1004,"['yasielpuig', 'mad', 'absolv', 'sur', 'kid', 'got', 'souvenir', 'httpstcoixrjpmkw', 'httpstcowvwfoohb']",93,343
1005,"['nam', 'icon', 'duo', 'httpstcomgkigwdkmi']",846,2677
1006,"['nev', 'let', 'guard', 'around', 'phan', 'httpstcojnhlmjwk']",118,483
1007,"['ray', 'show', 'glov', 'httpstcoazixwau', 'httpstcomqhggnd']",44,121
1008,"['bharp', 'tak', 'bit', 'big', 'appl', 'httpstcoqxkuazkz', 'crush', 'httpstcoekgsoikov']",57,170
1009,"['thread', 'httpstcoubhtmipa']",31,187
1010,"['worthy', 'catch', 'melt', 'heart', 'thor', 'httpstcowwhkdiq', 'httpstcovkznhztfr']",119,598
1011,"['crush', 'httpstcoxgvyhknqlm']",329,796
1012,"['right', 'httpstcopgqaknnlr']",96,484
1013,"['theyv', 'got', 'kind', 'season', 'must', 'sprinkled', 'httpstcoseccjlvnk', 'httpstcoqjymrwzvv']",86,303
1014,"['appear', 'lot', 'bat', 'hol', 'today', 'httpstcowipsjnnom']",115,415
1015,"['friend', 'dont', 'observ', 'nationalhighfiveday', 'httpstcoadozfpeu']",649,1453
1016,"['couldnt', 'wait', 'nationalhighfiveday', 'httpstcoqdapiijjzd']",37,155
1017,"['nationalhighfiveday', 'bring', 'peopl', 'shap', 'siz', 'togeth', 'httpstcoslognlxym']",285,839
1018,"['kersh', 'firedup', 'scal', 'httpstcoqmjjdfueb']",139,705
1019,"['hey', 'yungjoc', 'whatch', 'doin', 'httpstcoyvhvrme']",133,521
1020,"['brabbit', 'drop', 'mic', 'httpstcochhqcngci', 'httpstcolnhvnrrm']",209,637
1021,"['miggy', 'got', 'sneaky', 'spee', 'httpstcogmcxfxd', 'httpstcopwikiakds']",172,707
1022,"['get', 'straight', 'dont', 'real', 'brag', 'italso', 'httpstcouvnczypb']",176,641
1023,"['someon', 'say', 'mayb', 'watch', 'much', 'basebal', 'httpstcoyskqbrvab']",711,1368
1024,"['thank', 'httpstcokllptli', 'httpstcolepwhcxto']",201,850
1025,"['everybody', 'get', 'rid', 'bat', 'httpstcoraemoevwr', 'walkoff', 'httpstcoeommobnof']",322,1227
1026,"['lif', 'com', 'fast', 'httpstcofxtpgcodmo', 'httpstcozskgwci']",107,225
1027,"['bat', 'brokenhelmet', 'offhair', 'perfect', 'httpstcoxwtbmkzrx', 'httpstcovwnyuhsv']",389,1298
1028,"['slam', 'door', 'immac', 'in', 'drewst', 'httpstcowuhjvzlqp']",96,464
1029,"['salvy', 'smoo', 'httpstcouuvsraje', 'httpstcoyigkqaoo']",222,715
1030,"['that', 'on', 'way', 'shakeonit', 'httpstcopybetscfxn']",140,482
1031,"['happy', 'birthday', 'mehappy', 'birthday', 'mehappy', 'birthday', 'dear', 'miguelcabrerahappy', 'birthday', 'httpstcodnpkbejaj']",235,852
1032,"['yay', 'httpstcohqlxpkoct']",304,1101
1033,"['flowtast', 'shakeonit', 'httpstcoudcrthkm']",220,735
1034,"['feel', 'httpstcohttldk', 'httpstcowfzcojqk']",278,923
1035,"['yo', 'get', 'roast', 'group', 'chat', 'httpstcokamdwixxi']",313,1062
1036,"['start', 'week', 'right', 'shakeonit', 'httpstcozbedlpfzrl']",101,448
1037,"['post', 'tweet', 'on', 'lik', 'httpstcodiqwbmfabb']",761,1853
1038,"['everyon', 'kyl', 'schwarber', 'cant', 'lead', 'offkschwarb', 'httpstcoppevcomcso', 'httpstcouodauhvsr']",122,328
1039,"['mom', 'tel', 'jok', 'nee', 'allow', 'httpstcoxafoxggza']",159,611
1040,"['good', 'way', 'celebr', 'bat', 'apprecy', 'day', 'httpstcodpkpfkbu', 'httpstcomlhfphtreq']",63,312
1041,"['ol', 'doubl', 'taphttpstcovroutvyr', 'httpstcoifxytdplng']",46,138
1042,"['littl', 'midafternoon', 'windancerep', 'party', 'httpstcoiktqenxlz']",315,914
1043,"['hey', 'hey', 'dud', 'throw', 'first', 'httpstcoldeituyl', 'httpstcoogdanxh']",483,1562
1044,"['scor', 'twic', 'walkoff', 'bal', 'nev', 'left', 'infield', 'httpstcoxrbdmwxw', 'httpstcomjpphuld']",87,406
1045,"['fact', 'goat', 'horn', 'httpstcoeaslikffd', 'walkoff', 'httpstcounbqbucs']",84,299
1046,"['on', 'run', 'rul', 'httpstconcacvydzx', 'walkoff', 'httpstcoroouwambu']",101,333
1047,"['jump', 'joy', 'httpstcoqaxpfvys']",42,201
1048,"['siz', 'bring', 'httpstcoerjehqhzv', 'httpstcoxtmhlbgwh']",14,43
1049,"['think', 'monday', 'morn', 'lik', 'httpstcoipanffcy']",988,2107
1050,"['bunny', 'top', 'rop', 'httpstcozewhzhpbwp']",3197,4992
1051,"['fiv', 'get', 'respect', 'deserv', 'nay', 'demand', 'yieldit', 'yield', 'httpstcohqheowycy']",300,1036
1052,"['basebal', 'ic', 'star', 'noahsyndergaard', 'jdegrom', 'httpstconowavsuc']",295,918
1053,"['birthday', 'wed', 'lik', 'giv', 'nol', 'whol', 'left', 'sid', 'infield', 'httpstcoukusbgra']",225,1011
1054,"['nol', 'chocol', 'vanill', 'strawberry', 'ic', 'cream', 'birthday', 'cak', 'httpstcoqrnkumdnqv']",49,482
1055,"['welcom', 'atlant', 'playa', 'play', 'httpstcovvvscza']",91,352
1056,"['theajramo', 'pul', 'string', 'filthy', 'httpstcokrtgjkwa']",58,158
1057,"['say', 'bye', 'respons', 'weekend', 'lik', 'httpstcofsnxsqf']",343,883
1058,"['hes', 'doubl', 'ag', 'httpstcofzchil']",251,1071
1059,"['play', 'wear', 'perform', 'spin', 'mov', 'httpstcooxzbfdhscg', 'httpstcobcjxezrzo']",70,258
1060,"['slid', 'skil', 'httpstcoornjxjphg', 'httpstcondlzyisjl']",94,268
1061,"['clayton', 'clayton', 'httpstcosbuemnd', 'filthy', 'httpstcovhqirtkw']",335,931
1062,"['three', 'garcia', 'httpstcoupcphxysu']",328,1409
1063,['httpstcobbghxxnuhb'],172,777
1064,"['met', 'let', 'play', 'againjtrealmuto', 'nah', 'chil', 'httpstcokomxjncif', 'walkoff', 'httpstcorgzytroy']",131,464
1065,"['friday', 'gt', 'friday', 'httpstcontlnnuvhqn']",125,517
1066,"['yo', 'problem', 'httpstcoxtcyfktg', 'httpstcogrjtmtjvqm']",75,245
1067,"['crush', 'lik', 'tweet', 'httpstcosxgjzwk']",446,1355
1068,"['plan', 'fal', 'watch', 'basebal', 'httpstcouhoxmmvyig']",191,829
1069,"['joey', 'votto', 'real', 'good', 'crush', 'basebal', 'httpstcosxfkacs', 'httpstcosrdhdnsy']",79,287
1070,"['easy', 'turn', 'two', 'shakeonit', 'httpstcoscgagvnsfu']",148,441
1071,"['shar', 'car', 'httpstcowcjcoazelp']",148,545
1072,"['got', 'ta', 'show', 'flow', 'httpstcoicxedr', 'walkoff', 'httpstcoabihuegza']",51,153
1073,"['hug', 'broth', 'httpstcockbgkecim', 'walkoff', 'httpstcovznhrzgzc']",255,870
1074,"['phan', 'thelastjed', 'httpstcotcctmyxrf']",71,296
1075,"['mak', 'plan', 'friend', 'bail', 'real', 'poss', 'fridayfeel', 'httpstcoypmwtzjkqo']",883,1993
1076,"['jersey', 'numb', 'match', 'posit', 'httpstcoogcjgfxwg', 'httpstcormwwinjx']",65,361
1077,"['yo', 'hot', 'right', 'shakeonit', 'httpstcowwjryif']",166,741
1078,"['met', 'put', 'show', 'sou', 'beachynscspd', 'httpstcoaigeuassflores', 'httpstcosvzsumunz', 'httpstcoqefxmuouiw']",21,111
1079,"['bird', 'feath', 'turn', 'two', 'togeth', 'httpstcooohfffjc', 'httpstcoijxiafpes']",204,494
1080,"['elvisandrusss', 'alway', 'on', 'step', 'ahead', 'httpstcovnypgjf', 'gotheeem', 'httpstcoarloyvvt']",102,313
1081,"['nev', 'get', 'old', 'httpstcomxfdeexa']",172,451
1082,"['addisonrussel', 'lov', 'hom', 'doesnt', 'car', 'much', 'bat', 'httpstcolvjeggxq', 'httpstcouzaeclyp']",17,107
1083,"['ey', 'cry', 'httpstcoefksglf']",65,451
