,text,re,fav
578,"['joshjw', 'wel', 'slid', 'josh']",0,1
579,"['starfrey', 'thank', 'simon', 'youv', 'mad', 'us', 'form', 'badminton', 'play', 'happy']",0,2
580,"['authorlizib', 'sur', 'liz', 'tweet', 'giv', 'afternoon', 'boost']",0,1
581,"['jasonhagu', 'sorry', 'jas', 'littl', 'on', 'got', 'snap', 'big', 'comply', 'instead', 'every', 'tim', 'smil', 'kit', 'born']",0,0
582,"['idinasparrilla', 'squ']",0,1
583,"['alastairboy', 'could', 'mak', 'bovin', 'pun', 'cow', 'cam', 'hom', 'wev', 'decid', 'milk']",0,1
584,"['cartoonsbyr', 'cool', 'weird', 'amaz', 'refresh', 'fru', 'funky', 'delicy', 'vocab', 'writ', 'rict']",0,1
585,"['kurtjewson', 'lucyjewson', 'mcvities', 'hes', 'head', 'pity', 'fool']",0,1
586,"['kurtjewson', 'lucyjewson', 'mcvities', 'part', 'biscuit', 'kurt', 'us', 'ev', 'nam', 'httpstcobbirartalp']",0,1
587,"['anthonyrowley', 'wel', 'keep', 'ey', 'charl']",0,1
588,"['idinasparrilla', 'real', 'sorry', 'shauna', 'dog', 'got', 'snap', 'shaun', 'pleas', 'pass', 'ear', 'scratches', 'nos', 'httpstcoysofr']",0,2
589,"['nickthompson', 'joshjw', 'would', 'duck', 'without', 'trusty', 'toilet', 'brush', 'drop', 'us', 'dm', 'address', 'nick']",0,0
590,"['alastairboy', 'sorry', 'alastair', 'someon', 'beat', 'colleagu', 'saf', 'jok', 'instead', 'wh', 'httpstcokizdohrby']",0,1
591,"['exopolit', 'risk', 'put', 'phon', 'ric', 'way']",0,1
592,"['thazz', 'jennyxx', 'say', 'us', 'word', 'peng']",2,2
593,"['elderlygoos', 'fing', 'cross', 'pool']",0,1
594,"['macdam', 'real', 'sorry', 'yo', 'feel', 'lik', 'katrin', 'anyth', 'help', 'let', 'start', 'jok', 'httpstcolexdcpfqk']",0,12
595,"['findmetheword', 'blush', 'ah', 'oh', 'oh', 'oh', 'dear', 'stil', 'excel', 'sci', 'research']",0,8
596,"['tamejhn', 'afraid', 'say', 'theyv', 'gon', 'comply', 'hous', 'yo', 'bet', 'perfect', 'rip', 'avocado']",0,0
597,"['tobyaik', 'sorry', 'toby', 'someon', 'got', 'consol', 'priz', 'comply', 'yo', 'cool', 'httpstcodschtvxfr']",0,0
598,"['happiismilei', 'someon', 'beat', 'sorry', 'nata', 'yo', 'saf', 'nata', 'husband']",0,1
599,"['nahow', 'sorry', 'nata', 'co', 'someon', 'beat', 'youl', 'go', 'old', 'fash', 'cal', 'everyon', 'httpstcozprplo']",0,1
600,"['joshjw', 'nickthompson', 'help', 'includ', 'pict', 'doesnt', 'knit', 'hat', 'camer', 'httpstcothizbptkn']",0,1
601,"['joshjw', 'nickthompson', 'consult', 'ins', 'policy']",0,1
602,"['nickthompson', 'joshjw', 'wev', 'got', 'cud', 'toy', 'singl', 'whit', 'good', 'want', 'nick']",0,0
603,"['joshjw', 'someon', 'soak', 'two', 'wev', 'got', 'anoth', 'coupl', 'lying', 'around', 'drop', 'us', 'dm', 'wel', 'pop']",0,1
604,"['exopolit', 'miss', 'photo', 'fin', 'wel', 'giv', 'fre', 'comply', 'instead', 'yo', 'bee', 'kne', 'httpstconfpyisfx']",0,2
605,"['stefacast', 'sorry', 'stef', 'someon', 'got', 'run', 'priz', 'her', 'comply', 'tri', 'httpstcohwtmpfnxxv']",0,0
606,"['adamwalm', 'beat', 'sorry', 'adam', 'youl', 'play', 'badminton', 'us', 'two', 'violin', 'instead']",0,1
607,"['adlynch', 'find']",0,0
608,"['mikineno', 'wel', 'keep', 'ey', 'mik']",0,0
609,"['sarangsg', 'miss', 'sorry', 'jok', 'instead', 'bought', 'lit', 'tippex', 'yesterday', 'hug', 'mistak']",0,3
610,"['findmetheword', 'sorry', 'cha', 'someon', 'beat', 'comply', 'instead', 'bact', 'httpstcofgayssi']",0,7
611,"['joshjw', 'nickthompson', 'keep', 'jetsk']",0,0
612,"['euanxh', 'eu', 'dm', 'us', 'address', 'wel', 'pop', 'post', 'youl', 'nee', 'supply', 'wat', 'though']",0,1
613,"['afloralcrown', 'sold', 'dm', 'us', 'address', 'swing', 'eith', 'work']",0,2
614,"['racquet', 'snap', 'ab', 'next', 'item', 'coupl', 'wat', 'pistol', 'on', 'slight', 'big', 'oth', 'httpstcogblsq']",1,100
615,"['wev', 'don', 'spring', 'cle', 'anyon', 'want', 'two', 'badminton', 'racquet', 'httpstcoubcrdafpn']",1,84
616,"['thazz', 'jennyxx', 'hello', 'jen', 'jay', 'know', 'drink', 'ar', 'cheapest', 'fridg', 'us', 'qual', 'fru', 'httpstcoaxmhwgcgm']",1,2
617,"['perfectpeony', 'quit', 'smoothy', 'right', 'smoothy', 'lucy', 'smoothy', 'smoothy', 'try', 'smoothy', 'promot', 'smoothy', 'smoo', 'httpstcodpnzyiyiel']",0,0
618,"['susenorm', 'wev', 'writ', 'blog', 'help', 'httpstcoavwtuttpxz']",0,1
619,"['ajvbarlow', 'board', 'room']",0,1
620,"['originalisaac', 'tim', 'shal', 'com', 'round']",0,0
621,"['gracesnelson', 'let', 'singl', 'party', 'pop']",0,0
622,"['kmjellybean', 'exact', 'much', 'competit', 'wev', 'pop', 'someth', 'post', 'thump', 'friday']",0,1
623,"['lewisrf', 'honest', 'joe', 'writ', 'lik', 'pen']",0,1
624,"['originalisaac', 'hint', 'hint', 'emy', 'mum']",0,2
625,"['kmjellybean', 'sorry', 'kellym', 'without', 'fingerprint', 'becom', 'jewelthief', 'email', 'httpstcobsckcjpupq']",0,1
626,"['jackston', 'nev', 'httpstcofaajfsdgde']",1,2
627,"['bakertomsbread', 'upcornwal', 'us', 'lov', 'bak', 'tom', 'doct']",2,3
628,"['drphc', 'that', 'spirit', 'paul', 'eat', 'green', 'purpl']",0,1
629,"['samceladon', 'wild', 'purpl', 'sprouting', 'broccol', 'appear']",0,3
630,"['peteknot', 'complet', 'httpstcoiprdrnloh']",0,1
631,"['eliottlech', 'yep', 'theyr', 'bloom', 'httpstcoctgxhduk']",1,5
632,"['lozeng', 'febru', 'chocol', 'heartsmarch', 'april', 'chocol', 'eggsjun', 'july', 'chocol', 'er', 'ten', 'ballsaugust', 'onward', 'christmas']",0,4
633,"['growlocalsussex', 'feel', 'youd', 'lik']",0,1
634,"['girldunmowwel', 'anytim', 'march', 'itl', 'diff', 'april']",0,1
635,"['nunosanch', 'feel']",0,1
636,"['spent', 'mylond', 'hop', 'minim', 'squabbl']",0,1
637,"['nedap', 'mean', 'lik', 'httpstcoavwtuttpxz']",0,2
638,"['rescrawl', 'unsend', 'resign', 'let']",0,1
639,"['findmetheword', 'wel', 'that', 'right', 'bet', 'get', 'big', 'span']",0,2
640,"['rescrawl', 'sorry', 'chloe', 'load', 'wel', 'get', 'tech', 'hat', 'see', 'cant', 'httpstcouaaqzipil']",0,0
641,"['patchworkbunny', 'dont', 'cur', 'nev', 'say', 'nev', 'el', 'consid', 'suggest', 'ad', 'idea', 'borrow', 'pil']",0,7
642,"['bngddrd', 'sur', 'ben', 'mak', 'desktop', 'background', 'stick', 'fridg', 'get', 'tattoo', 'httpstcopnnpuhote']",0,2
643,"['spoil', 'her', 'what', 'season', 'throughout', 'year', 'httpstcopnnpuhote']",9,48
644,"['adlynch', 'thank', 'lot', 'ad', 'much', 'apprecy']",0,1
645,"['eat', 'season', 'good', 'planet', 'dont', 'tak', 'word', 'tak', 'colo', 'pencil', 'draw', 'httpstcoeitxpvhy']",67,237
646,"['joeynogimmick', 'parksandrecnbc', 'found', 'three', 'diff', 'httpstcoquqbztr']",0,0
647,"['adambeardwel', 'thank', 'lot', 'adam', 'httpstcoknheveeddb']",0,2
648,"['bellarell', 'mad', 'yet', 'bell', 'mayb', 'on', 'day', 'wel', 'statesid', 'reun', 'g', 'httpstcoatffymtw']",0,1
649,"['chachacharw', 'crackingsup']",0,0
650,"['maz', 'thank', 'get', 'touch', 'mariam', 'certain', 'try', 'bit', 'many', 'lov', 'peopl', 'ask', 'f', 'httpstcohwtcsjfrj']",0,0
651,"['camil', 'wizard', 'depart', 'would', 'lik', 'us', 'mak', 'clear', 'act', 'mag', 'mean', 'er', 'wizard', 'depart']",0,0
652,"['carlstvnd', 'thank', 'much', 'get', 'idea', 'sort', 'plac', 'dream', 'duck', 'dream', 'duck']",0,0
653,['smel'],1,22
654,['sound'],1,19
655,"['mdclass', 'smart', 'look']",1,18
656,"['mdarcyquin', 'nsquin', 'theyr', 'com', 'tre', 'gre', 'going', 'gang']",0,1
657,"['gracesnelson', 'good', 'thing', 'hop', 'that', 'good', 'thing']",0,1
658,"['tasteforgin', 'ginterest', 'innocengin', 'okay', 'ide', 'bet']",0,2
659,"['happiismilei', 'wed', 'bet', 'get', 'grow']",0,0
660,"['exclusivemed', 'sur', 'swim', 'cyc', 'run', 'helloinnocentdrinkscouk', 'pleas']",0,0
661,"['wyvernc', 'work']",0,1
662,"['camil', 'sorry', 'hear', 'youv', 'migrain', 'camil', 'doesnt', 'sound', 'nic', 'fing', 'toe', 'arm', 'httpstcofuiuwle']",0,1
663,"['inekeclew', 'bonjo', 'inek', 'sorry', 'yo', 'feel', 'poor', 'least', 'yo', 'holidayhop', 'feel', 'bet', 'soon', 'httpstcofsfovwyqlx']",0,2
664,"['chachacharw', 'would', 'say', 'sup', 'crack', 'crack', 'sup']",0,0
665,"['happiismilei', 'wait', 'paty', 'invit', 'new', 'hous', 'tea', 'cak']",0,1
666,"['missabrook', 'good', 'luck', 'sci', 'club', 'grow', 'root']",0,0
667,"['fatnesstofit', 'theyl', 'bring', 'tid', 'comfort', 'joycomfort', 'joyoh', 'tid', 'comfort', 'joy']",0,1
668,"['heid', 'pac', 'sea']",0,0
669,"['tasteforgin', 'lidluk', 'craftginclub', 'gindrink', 'theginb', 'theginauth', 'ginterest', 'atukgin', 'shock', 'expr', 'httpstcohjyovsbwi']",1,2
670,"['mikacorin', 'thebecmartin', 'everyon', 'nee', 'littl', 'chuckl', 'march', 'battl']",0,1
671,"['philippab', 'ev', 'cut', 'grap', 'wev', 'heard', 'let', 'littl', 'win']",0,1
672,"['futuredeb', 'wev', 'got', 'smoothy', 'nam', 'ready', 'wait']",0,0
673,"['mylond', 'laurah', 'congrat', 'laur', 'lucky', 'day', 'httpstcoobjkfbtdw']",0,2
674,"['studyschooluk', 'giyireland', 'imcress', 'maddy']",0,1
675,"['gabriellagordo', 'hello', 'gab', 'sorry', 'hear', 'thirsty', 'burgl', 'hand', 'yesterdaydrop', 'u', 'httpstconkejesoj']",0,0
676,"['kathrynla', 'mylond', 'perhap', 'thisl', 'bump', 'chant', 'win']",0,1
677,"['jenniferpurc', 'digicharitylab', 'see', 'us', 'dant', 'flo', 'jen', 'that', 'real', 'stand']",0,1
678,"['traceze', 'mylond', 'ad', 'thrifty', 'list']",0,1
679,"['tintoy', 'mylond', 'toe', 'leg', 'arm']",0,0
680,"['pyn', 'mylond', 'imagin', 'pineappl', 'good', 'savasan']",0,1
681,"['emmmwil', 'saphiraaiedail', 'betsieburgess', 'bottl', 'recyc', 'mad', 'least', 'recyc', 'pla', 'httpstconsrbuewr']",0,2
682,"['emmmwil', 'saphiraaiedail', 'betsieburgess', 'hello', 'emm', 'co', 'alway', 'nic', 'hear', 'peopl', 'car', 'mom', 'httpstcowsdzdxv']",0,1
683,"['cangbbo', 'httpstcohqqhtirnrl']",7,43
684,"['mary', 'berry', 'ment', 'klaxon', 'gbbo']",21,169
685,"['chloebrazendale', 'styl', 'lik', 'wond', 'cal', 'cat', 'walk']",0,1
686,"['bexlord', 'youv', 'drunk', 'juic', 'learnt', 'on', 'hard', 'way']",0,0
687,"['worthy', 'see', 'ask', 'nic']",0,1
688,"['isaacsphoeb', 'naturevalley', 'stun', 'crockery', 'phoeb', 'solid', 'cho', 'drink']",0,1
689,"['roomcron', 'giyireland', 'innocentireland', 'gre', 'job', 'team', 'cress', 'hug']",0,0
690,"['sajuebon', 'mylond', 'youv', 'got', 'gre', 'tast', 'shirley']",0,0
691,"['rachcoffey', 'mylond', 'che', 'rach', 'yo', 'best']",0,1
692,"['textsfromp', 'mylond', 'glad', 'hear', 'georgy', 'hop', 'yo', 'fir', 'cylind']",0,1
693,"['simsqueen', 'mylond', 'hop', 'cle']",0,0
694,"['mumofm', 'mylond', 'thank', 'gayn', 'crack', 'tuesday']",0,1
695,"['bain', 'mylond', 'enco', 'lik', 'go', 'yeah', 'lik', 'real', 'fast', 'vert', 'walk']",0,0
696,"['meisafairy', 'mylond', 'thank', 'sup', 'sup', 'ton']",0,1
697,"['adlynch', 'food', 'drink', 'cash', 'post', 'nee', 'pogo', 'stick', 'sho']",0,1
698,"['alibutch', 'depend', 'frosty']",0,0
699,"['jadeanouk', 'deserv', 'biggest', 'thank', 'lot', 'jad', 'way', 'go']",0,2
700,"['tiffanyemm', 'giv', 'today', 'wel', 'tiffany']",0,1
701,"['idinasparrilla', 'look', 'excus']",0,0
702,"['thisluka', 'fair', 'enough', 'luka', 'doesnt', 'look', 'lik', 'going', 'anywh']",0,1
703,"['itsjordanmc', 'thissarahpowel', 'sainsbury', 'miny', 'giant', 'on', 'real', 'smal', 'on']",0,0
704,"['missrlinnp', 'giyireland', 'linnprim', 'sur', 'noth', 'cant', 'handl']",0,0
705,"['jagerminx', 'best', 'seat', 'fridg', 'thank', 'lot', 'lou']",0,1
706,"['workingdigit', 'helenalangdon']",0,3
707,"['glutenandm', 'scharuk', 'nutribrex', 'sainsbury', 'innk', 'nic', 'don', 'jenn']",0,1
708,"['soph', 'soph', 'weath', 'upd', 'season', 'adv', 'panicrememb', 'sel', 'smoothy', 'buy', 'smoothy']",0,1
709,"['trodal', 'gwan', 'biy']",0,0
710,"['ehnursery', 'hick', 'dick', 'dock', 'grow', 'oclock', 'nic', 'work', 'everyon']",0,0
711,"['greenfl', 'stbrendans', 'smash']",0,1
712,"['greenfl', 'stbrendans', 'wev', 'got', 'pinwheel', 'envy']",0,1
713,"['giyireland', 'missrlinnp', 'linnprim', 'turn', 'plant', 'mag', 'bean', 'wel', 'get', 'shar', 'gold', 'eg', 'right']",0,1
714,"['letsdostuff', 'blush', 'next', 'three', 'week']",0,0
715,"['allthingsbeach', 'sur', 'talk', 'john', 'wel', 'pick', 'shel', 'sea', 'cant', 'hear', 'beach', 'could', 'httpstcolatnsdou']",0,1
716,"['keeeaw', 'fort', 'flak', 'op', 'next', 'week']",0,1
717,"['amdvasimakram', 'nic', 'hear', 'vasim', 'email', 'helloinnocentdrinkscouk', 'abl', 'point', 'right', 'direct']",0,0
718,"['orthopodreg', 'murpht', 'consult', 'acceiv', 'drink', 'put', 'littl', 'umbrella', 'vol', 'iv', 'ye']",1,3
719,"['callikitson', 'must', 'wel', 'hid', 'cant', 'see']",0,1
720,"['plotb', 'jil', 'doesnt', 'thing', 'halv']",0,0
721,"['madcaes', 'show', 'yo', 'mad', 'dav']",0,0
722,"['standinggy', 'smal', 'pric', 'pay', 'dry', 'cle', 'bil', 'much', 'larg', 'though']",0,1
723,"['gunglewack', 'squelch', 'mak', 'perfect', 'lastdayofthefestivalmud', 'sound']",0,3
724,"['keeeaw', 'prob', 'didnt', 'spar', 'hour', 'ded']",0,1
725,"['elderlygoos', 'ohmbow', 'wed', 'brick']",0,1
726,"['idinasparrilla', 'tip', 'walk', 'spoon', 'sock', 'tim']",0,0
727,"['cleanyclo', 'job', 'wor', 'wor', 'get', 'cornflak', 'stuck', 'feet']",0,0
728,"['kendersr', 'much', 'learn']",0,2
729,"['tasteforgin', 'lidluk', 'gindrink', 'theginb', 'theginauth', 'ginterest', 'atukgin', 'ooh', 'la', 'la']",0,2
730,"['soniameggy', 'thank', 'get', 'touch', 'son', 'get', 'fair', 'request', 'bit', 'lik', 'hard', 'help', 'ev', 'httpstcoeskevuyjn']",0,1
731,"['margalv', 'marriot', 'marriottvacclub', 'par', 'trvlingstories', 'quit', 'doubl', 'team', 'aint', 'right', 'innocentfr']",0,1
732,['nomiedavidson'],0,0
733,"['murpht', 'orthopodreg', 'tim', 'start', 'put', 'littl', 'umbrella', 'drink']",1,3
734,"['johopkin', 'sur', 'who', 'got', 'bet', 'tast']",0,1
735,"['dgcham', 'unlikelylad', 'httpstconefoblpq']",0,3
736,"['letsdostuff', 'dead', 'right', 'soph']",1,1
737,"['mrscnugent', 'count', 'clair', 'giv', 'barrel', 'hop', 'yo', 'fir', 'cylind']",0,1
738,"['falloutby', 'going', 'test', 'run', 'want', 'nail', 'gril', 'techn', 'com', 'round']",0,1
739,"['sidneyxstev', 'pleas', 'dark', 'tim', 'sid']",0,1
740,"['sarasol', 'missgailtayl', 'phew', 'job', 'saf', 'thank', 'sar']",0,1
741,"['shaeismi', 'wel', 'thank', 'right', 'sha']",0,1
742,"['akuasappiah', 'expect', 'scorch']",0,0
743,"['jodleshain', 'sorry', 'hear', 'jody', 'hop', 'youv', 'perk', 'weekend', 'back', 'best', 'wel', 'dr', 'httpstcoqzdqazoti']",0,0
744,"['followtheh', 'glad', 'see', 'bear', 'wrap', 'warm']",0,1
745,"['emilydecatalyst', 'missgailtayl', 'gril', 'chil', 'what', 'diff', 'quit', 'lot', 'turn']",0,2
746,"['lucillebarclay', 'gon', 'must', 'bubbl', 'drink', 'lucil']",0,1
747,"['eleanorw', 'ah', 'pan', 'meat', 'goe', 'gre', 'stress', 'sauc', 'fear', 'chip']",0,1
748,"['miss', 'sound', 'snow', 'crunch', 'undernea', 'feet', 'fil', 'sock', 'cornflak']",312,1003
749,"['hellenbach', 'excel', 'new', 'thank', 'knit', 'tog', 'wheth', 'igloo', 'plain', 'hat', 'every', 'littl', 'httpstcohhlielniu']",1,6
750,"['cindymvm', 'sorry', 'hear', 'cindy', 'drop', 'email', 'helloinnocentdrinkscouk', 'wel', 'look', 'first', 'thin', 'httpstconmxumzfwr']",0,0
751,"['manson', 'highland', 'off', 'lost', 'key', 'loch']",1,7
752,"['missgailtayl', 'work', 'market', 'gail', 'pleas', 'dont', 'tak', 'job']",0,3
753,"['awlilnatty', 'hello', 'wond', 'year', 'would', 'lik', 'meet']",0,1
754,"['asphyxiapallid', 'coupl', 'yet', 'big', 'deal']",0,2
755,"['llinnet', 'sent', 'coury', 'penguin', 'fly']",0,2
756,"['ageofzac', 'ther', 'us', 'twenty', 'minut', 'window', 'july']",0,6
757,"['amarghh', 'expl', 'way', 'wear', 'elect', 'heat']",0,1
758,"['georginabreez', 'breez']",0,2
759,"['starbotsoff', 'bbq', 'wayn']",1,6
760,"['tainkirrah', 'prec', 'cant', 'bbq', 'without', 'rain']",0,2
761,"['wild', 'exact', 'nee', 'play', 'cricket', 'whilst', 'wev', 'got', 'chant']",1,6
762,"['lpultim', 'okay', 'okay', 'wel', 'cook']",0,3
763,"['yvonnenewm', 'wel', 'nor', 'pol', 'tomorrow', 'yo', 'around']",0,1
764,"['thelionsdenyt', 'ring', 'weath', 'depart', 'pleas']",0,1
765,"['awlilnatty', 'way', 'amarillo']",0,1
766,"['might', 'resched', 'bbq']",104,632
767,"['gunglewack', 'lettuc', 'gin', 'whatev', 'sink', 'boat', 'pet']",1,3
768,"['awlilnatty', 'tir', 'pay', 'much', 'igloo', 'ins']",1,2
769,"['kamalpreetkb', 'must', 'tough', 'commut', 'morn', 'lik']",0,1
770,"['majokkomaguro', 'sham', 'smal', 'wax', 'chees', 'ar', 'hexagon', 'real']",0,0
771,"['amytellsst', 'wait', 'paty', 'gil']",0,0
772,"['wolkennix', 'high', 'fiv', 'round']",0,1
773,"['callikitson', 'on', 'arm', 'could', 'us', 'wing']",0,1
774,"['scuffedmik', 'togeth', 'rul', 'galaxy']",0,2
775,"['bengin', 'lik', 'hear', 'man', 'shav', 'foam', 'entir', 'fac', 'nic', 'work']",0,2
776,"['jakeshuttl', 'sorry', 'hear', 'jak', 'email', 'helloinnocentdrinkscouk', 'pleas', 'wel', 'get', 'straight']",0,0
777,"['gunglewack', 'iceberg', 'today']",0,1
778,"['awlilnatty', 'hello', 'thought', 'switch', 'broadband', 'supply']",1,4
779,"['adlynch', 'hardy', 'adv', 'brav', 'el', 'definit', 'bit', 'thin', 'ground', 'though', 'unlik', 'snow']",0,1
780,"['mistehsteev', 'mayb', 'work', 'hom', 'today']",0,0
781,"['gringreen', 'rglasbrook', 'dangermain', 'dolect', 'plu', 'good', 'excus', 'wear', 'flashy', 'run', 'train']",0,2
782,"['ptyranosa', 'on', 'lay', 'wasnt', 'cem']",0,0
783,"['jul', 'that', 'judy', 'lot', 'graph', 'stuff', 'year']",0,2
784,"['geoffreyguit', 'tim', 'sum']",0,1
785,"['amytellsst', 'least', 'mean', 'next', 'week', 'jump', 'lat']",0,1
786,"['lucyrlulu', 'yo', 'blizzard', 'harry']",0,1
787,"['ankebodzin', 'oh', 'that', 'stev', 'work', 'account', 'ag']",1,2
788,"['keeeaw', 'saw', 'hors', 'walk', 'bar']",0,2
789,"['shelbyc', 'quit', 'tricky', 'isnt', 'fing', 'secondsit', 'quit', 'tricky', 'isnt', 'nos', 'second', 'httpstcohvganzcfj']",0,1
790,"['bbeckyys', 'turn', 'tv']",0,1
791,"['kamalpreetkb', 'tap', 'away', 'reply', 'lov', 'mess', 'keep', 'toe', 'warm']",0,0
792,"['benanderson', 'jam', 'bond', 'cal']",0,0
793,"['smachiavel', 'black', 'whit', 'red', 'wait', 'that', 'newspap']",0,0
794,"['ezgflight', 'thatd', 'id']",0,1
795,"['tomclock', 'stil', 'room', 'least', 'three', 'hat']",0,1
796,"['debs', 'miss', 'complet']",0,0
797,"['callikitson', 'go', 'jump', 'rady', 'volcano']",0,0
798,"['majokkomaguro', 'expert', 'fridg', 'tet', 'skil']",0,0
799,"['celticmarch', 'look', 'snazzy']",0,1
800,"['jodleshain', 'cryst', 'clear', 'jody', 'yo', 'look', 'two', 'juic', 'hav', 'inv', 'new', 'tropic', 'httpstcowwgagapfk']",0,0
801,"['marijuoann', 'mak', 'frosty', 'goe', 'gre', 'cer', 'bowl']",0,0
802,"['thelionsdenyt', 'degr', 'today', 'hear', 'jeal']",0,1
803,"['cattiesejr', 'mayb', 'rabbit', 'keep', 'snow', 'away']",0,2
804,"['lyouseewhy', 'thank', 'lucy', 'dont', 'think', 'wev', 'ev', 'heard', 'cal', 'revel']",0,1
805,"['good', 'quest', 'ask', 'morn', 'get', 'alright', 'cold', 'isnt', 'pol', 'bear', 'alway']",161,725
806,['doubl'],21,241
807,"['pjpie', 'giyireland', 'innocentireland', 'green', 'fing', 'cross']",1,1
808,"['tweetinabout', 'definit', 'didnt', 'forget', 'post', 'febru', 'dont', 'worry', 'el', 'wev', 'mad', 'handy', 'bl', 'httpstcohgekdlbwjk']",0,0
809,"['smccallin', 'beat', 'legend']",0,1
810,"['maynoothbn', 'theyr', 'com', 'tre']",1,1
811,"['giffardpark', 'grown', 'pair', 'ey', 'nic', 'httpstcompmkdtsv']",0,0
812,"['blarneyst', 'guy', 'smash']",0,0
813,"['mdclass', 'money', 'damp', 'soil', 'mr', 'west']",0,0
814,"['pjpie', 'giyireland', 'innocentireland', 'hop', 'theyr', 'cop', 'snow', 'think', 'wat', 'hot', 'chocol', 'would', 'work']",0,1
815,"['greenfl', 'adam', 'legend']",0,1
816,"['creativeclass', 'newspap', 'sens', 'bunch']",0,1
817,"['lighthornehea', 'grow']",0,1
818,"['lighthornehea', 'way', 'go']",0,1
819,"['susiecore', 'mak', 'best']",0,1
820,"['glammakid', 'kickerrecord', 'happy', 'march', 'glamm']",8,20
821,"['socialbeecaf', 'flo', 'cloud']",0,0
822,"['cattiesejr', 'rabbit']",0,1
823,"['thelistgirl', 'mayb', 'purpos', 'purpos']",0,0
824,"['lizthorntonbe', 'who', 'good', 'boy', 'who', 'good', 'boy']",1,1
825,"['lizthorntonbe', 'poochandmut', 'pol', 'pooch']",0,2
826,"['ejectors', 'penguin', 'tummy']",0,2
827,"['costacoff', 'oh', 'com', 'avalaugh']",0,47
828,"['hogthought', 'mean', 'lot', 'com', 'simon']",0,1
829,"['mylond', 'spent', 'gwan', 'spent']",0,2
830,"['confusedspoon', 'yep', 'stood', 'front', 'flamingo']",0,1
831,"['thefluffywooky', 'noth', 'get', 'past', 'liam']",0,4
832,"['alisonrunham', 'drhelenkara', 'us', 'tim', 'machin', 'ste', 'hel', 'jok']",0,1
833,"['unamccormack', 'hi', 'un', 'wev', 'look', 'lot', 'altern', 'straws', 'mom', 'plast', 'st', 'httpstcobucgoski']",1,0
834,"['scottymac', 'trick', 'wait', 'weath', 'hap']",0,4
835,"['runewlf', 'thank', 'thought', 'mak', 'black', 'whit', 'decid', 'colo', 'real', 'ad', 'someth']",0,6
836,"['oofandtoast', 'took', 'pict', 'snow']",0,4
837,"['tristanghil', 'let', 'hop', 'smoothy', 'mak', 'brav', 'tesco', 'driv', 'stay', 'saf']",0,2
838,"['rosinacarley', 'that', 'stun', 'jud']",0,0
839,"['cristnwilliam', 'mylond', 'surpr']",0,0
840,"['lisaclaireh', 'mayb', 'frosty', 'cer', 'on', 'don']",0,1
841,"['wfairchild', 'starbucksuk', 'two', 'excel', 'cho']",0,1
842,"['zakakiragibson', 'lfc', 'mayb', 'start', 'sel', 'mo', 'salahd']",0,1
843,"['lizthorntonbe', 'poochandmut', 'theyr', 'top', 'branch', 'right']",0,0
844,"['jjshaw', 'pitchperfect', 'movy', 'real', 'nic', 'footbal', 'turf']",0,1
845,"['weath', 'upd', 'httpstcouhszgsie']",193,804
846,"['uniontavern', 'tonybowenmus', 'shak', 'fist', 'sky']",1,3
847,"['philippagough', 'deskbuddyuk', 'guard', 'she', 'back']",1,3
848,"['myocdw', 'thought', 'wed', 'try', 'instagram', 'lark', 'today', 'norm', 'serv', 'resum', 'short']",0,0
849,"['airwaysoff', 'thank', 'help', 'us', 'stay', 'busy']",0,0
850,"['lizthorntonbe', 'poochandmut', 'whit', 'bit']",1,2
851,"['madisonrbarlow', 'hono', 'madison']",0,1
852,"['raiofsunshin', 'sur', 'gorg', 'green', 'uplift', 'sup', 'smoothy', 'banan', 'fre', 'httpstcozftulyfd']",0,0
853,"['wickedhandzz', 'httpstcozokayswrhz']",0,1
854,"['tinyhomorex', 'bet', 'rivendel', 'look', 'lov', 'tim', 'year']",0,0
855,"['buxtonpotatoco', 'edp', 'ageuklondon', 'ageuknorfolk', 'timbuxtonpotco', 'marketingmt', 'poor', 'dav', 'hop', 'hes', 'wear', 'jacket']",0,2
856,"['tinyhomorex', 'pleas', 'el', 'going', 'get', 'fir', 'going']",0,0
857,"['ellieemin', 'many', 'happy', 'return', 'lot', 'look', 'lik', 'gre', 'night', 'giant', 'badg', 'manufact']",0,1
858,"['pumpkinbunnybe', 'mylond', 'chuff', 'hear', 'say', 'fel']",0,2
859,"['sarahdang', 'flak', 'real', 'com', 'httpstcohelpnicjte']",0,0
860,"['mariaanderson', 'mylond', 'that', 'lov', 'hear', 'mar', 'hop', 'grand']",0,1
861,"['strongstemshe', 'giyireland', 'ummig', 'ummabdullah', 'quit', 'id', 'plant', 'weath', 'yet']",1,1
862,"['knutsfordgeorg', 'mylond', 'that', 'spirit', 'georg']",0,0
863,"['vickieggun', 'mylond', 'lov', 'vicky', 'gun']",1,1
864,"['jazzywazzyd', 'mylond', 'might', 'keep', 'secret', 'amb']",0,1
865,"['jolid', 'mylond', 'jo', 'know', 'thing', 'two', 'sup']",0,1
866,"['louisemil', 'depend', 'solicit', 'penguin']",0,0
867,"['readalot', 'mylond', 'blush']",0,0
868,"['bonniebonst', 'mylond', 'lov', 'joan']",0,0
869,"['glammumof', 'mylond', 'look', 'smash', 'gem']",0,1
870,"['meisafairy', 'mylond', 'che', 'ton', 'yo', 'good', 'on']",0,1
