,text,re,fav
1662,"['fedupslytherin', 'cant', 'mak', 'prom', 'kir', 'let', 'innocentnl', 'know', 'youd', 'lik', 'see', 'gron', 'httpstcolizzbwpym']",0,3
1663,"['catherinechisn', 'bak', 'potato']",0,2
1664,"['savlafair', 'meeram', 'catch', 'fli', 'catch', 'fli', 'catch', 'er', 'fli']",0,0
1665,"['jeremiahjohn', 'mak', 'jok', 'must', 'real', 'big', 'handsget', 'real', 'big', 'p']",1,6
1666,"['jaffacak', 'wel', 'keep', 'ey', 'peel']",0,0
1667,"['missgailtayl', 'that', 'decid', 'positio', 'locatio']",0,21
1668,"['abrandnewhero', 'httpstcodymcvihxl']",1,4
1669,"['abrandnewhero', 'gre', 'stick', 'magnet', 'though', 'httpstcodbfpzjfe']",1,6
1670,"['catherinechisn', 'ic', 'cream']",0,2
1671,"['littlesttwin', 'til', 'midafternoon', 'plan', 'clar', 'pop', 'lunch', 'get', 'chant']",0,0
1672,"['peterre', 'try', 'engl', 'pleas', 'pet', 'nee', 'translatio']",0,4
1673,"['meeram', 'savlafair', 'afraid', 'wel', 'pop', 'going', 'loc', 'around', 'town', 'ov', 'httpstcotkxqqabiv']",0,0
1674,"['savlafair', 'meeram', 'sorry', 'seet', 'cameron', 'leon', 'insist', 'good', 'ide', 'theyr', 'good', 'wor', 'httpstcozmmqlovyn']",0,1
1675,"['catherinechisn', 'fridg']",0,3
1676,"['meeram', 'savlafair', 'sorry', 'miss', 'us', 'meer', 'mayb', 'shouldnt', 'hir', 'chameleon', 'hand', 'juic', 'see', 'lunch']",0,5
1677,"['catherinechisn', 'synt']",1,13
1678,"['adamwalm', 'it', 'train', 'stat', 'east', 'london']",3,8
1679,"['fre', 'stuff', 'alert', 'hand', 'fre', 'bottl', 'sup', 'juic', 'stratford', 'statio', 'httpstcokpcprwxl']",24,184
1680,"['immersivedream', 'sorry', 'jam', 'wont', 'rest', 'slumberuntil', 'wev', 'put', 'thing', 'rightev', 'tak', 'us', 'httpstcodlkslmuecr']",0,0
1681,"['smileyjmh', 'fant', 'look', 'traff', 'light', 'joann', 'nic', 'on', 'hop', 'orang', 'on', 'giv', 'boost', 'yo']",0,1
1682,"['esf', 'slight', 'restock', 'hiccup', 'issu', 'hoverv', 'wev', 'resort', 'us', 'nonhov', 'van', 'httpstcojjyugnzsxz']",0,1
1683,"['dowelahm', 'thank', 'tel', 'mass', 'dowel', 'best', 'thing', 'lif', 'fre', 'wheth', 'that', 'sup', 'juic', 'httpstcoklksxkhkon']",0,1
1684,"['benjyyyg', 'asd', 'youd', 'bet', 'com', 'visit', 'britain', 'pop', 'asd', 'benjy', 'swing', 'fruit', 'tow', 'tick', 'main', 'sight']",0,1
1685,"['sookio', 'hayleyredm']",0,2
1686,"['debiverwieb', 'act', 'littl', 'real', 'littl', 'could', 'send', 'us', 'auth', 'augsburg', 'whit', 'stuff']",0,0
1687,"['westendgirl', 'reckon', 'list', 'serv', 'siz', 'label', 'break', 'nutrit', 'info', 'per', 'serv', 'help', 'httpstcoqltghjkxgk']",0,0
1688,"['aprilshowerm', 'thank', 'feedback', 'gre', 'hear', 'son', 'fan', 'giv', 'shop', 'rrp', 'httpstcowgkadqgs']",0,0
1689,"['tfrewd', 'plant', 'tiny', 'record', 'play', 'lid', 'that', 'theyr', 'round', 'turn', 'night', 'whisp', 'httpstcokqjvfenwdp']",0,2
1690,"['keeeaw', 'cold', 'blu', 'lik', 'arct', 'smurf', 'oh', 'look', 'right']",0,2
1691,"['simonlp', 'mak', 'pretty', 'okay', 'drink']",0,1
1692,"['alistairs', 'joemcew', 'retailbulletin', 'perhap', 'on', 'dm', 'alistair', 'joe', 'dm', 'on']",0,1
1693,"['ipugsiehd', 'lov', 'us', 'mind', 'body', 'soul']",0,2
1694,"['amenabeg', 'sometim', 'get', 'applaud', 'drink', 'market', 'strategy', 'eng', 'twit', 'pag', 'somet', 'httpstconulsabsslk']",0,1
1695,"['dundotweet', 'quest', 'larg', 'pil', 'snow', 'right', 'what']",0,0
1696,"['sebjessop', 'thank', 'keep', 'meal', 'deal', 'industry', 'al', 'sebast']",0,1
1697,"['cyf', 'afraid', 'carry', 'pigeon', 'act', 'due', 'snow', 'wel', 'chat', 'big', 'ben', 'httpstcosssgsl']",0,0
1698,"['meth', 'presum', 'also', 'concern', 'un', 'thu', 'elect', 'blanket', 'inv']",0,0
1699,"['fleet', 'look', 'bottl', 'go', 'keep', 'peopl', 'fuel', 'day', 'hump', 'theyr', 'us', 'proud']",1,1
1700,"['gintarenescol', 'hello', 'gint', 'dont', 'keep', 'ey', 'pag', 'alway', 'try', 'put', 'drink', 'httpstcouvwatnrlt']",0,0
1701,"['adlynch', 'asd', 'might', 'think', 'nas']",0,0
1702,"['elderlygoos', 'asd', 'didnt', 'wouldnt', 'stor', 'stay', 'op', 'perpet', 'could', 'buy']",0,1
1703,"['pinkwald', 'min', 'relev', 'lik', 'ph', 'steph']",1,2
1704,"['authorlizib', 'wish', 'breakfast', 'colo', 'coordin', 'liz']",0,1
1705,"['kevfaheyc', 'good', 'hear', 'kev', 'throwing', 'best', 'market', 'mov', 'tri', 'two', 'yet']",0,0
1706,"['samlightyear', 'follow', 'rec', 'tweet', 'tot', 'understand', 'cant', 'compet', 'wif', 'httpstcorxqncxr']",1,2
1707,"['samlightyear', 'felt', 'spec', 'minut']",1,1
1708,"['typicalbritto', 'much', 'wed', 'lov', 'drink', 'smoothy', 'snow', 'sid', 'pond', 'hav', 'go', 'httpstcoaullxtmdi']",0,1
1709,"['captainlemmo', 'ganondorf', 'posit', 'glow', 'that', 'sent', 'dont', 'say', 'oft']",1,5
1710,"['sm', 'afraid', 'smash', 'rol', 'bas', 'london', 'sup', 'city', 'gre', 'champ']",0,0
1711,"['nikisak', 'smoothy', 'drink', 'yo', 'right']",0,1
1712,"['robsongr', 'smoothy', 'mad', 'noth', 'fruit', 'theyl', 'definit', 'good', 'fact', 'wed', 'httpstcodfsfcko']",0,0
1713,"['capitalgoos', 'tobiia', 'wel', 'wait']",0,1
1714,"['pinklemonbrand', 'seal', 'approv', 'unless', 'kar', 'seal', 'approv']",1,2
1715,"['imbradmil', 'tobiia', 'yo', 'giv', 'us', 'deal', 'brand', 'howev', 'lik', 'brad']",0,0
1716,"['goospraygam', 'stop', 'blush']",0,2
1717,"['pallantpal', 'jadeanouk', 'peckhamplex', 'luscombedrink', 'look', 'lik', 'youv', 'already', 'rais', 'target', 'httpstconurvbvwkg']",0,4
1718,"['idinasparrilla', 'exact', 'snow', 'ran', 'outsid', 'stuck', 'tongu', 'pr', 'httpstcoiejwujl']",0,1
1719,"['sanaq', 'dmjuice', 'menshealthm', 'healthierg', 'observ', 'twit', 'nam', 'ab', 'ingred', 'httpstcorctkmtitu']",0,0
1720,"['imbradmil', 'tobiia', 'brad', 'deal']",0,0
1721,"['goospraygam', 'sery', 'dav', 'sery', 'strawberry']",0,2
1722,"['cyf', 'nev', 'mind', 'see', 'big', 'ben', 'buckingham', 'palac', 'yo', 'ev', 'england', 'giv', 'on', 'try', 'httpstcooglftpsta']",0,1
1723,"['tomcahil', 'turn', 'ar', 'fridg', 'mar', 'keep', 'smoothy', 'fresh', 'peopl', 'drink']",0,2
1724,"['ellieemin', 'sorry', 'el', 'hour', 'brain', 'storm', 'cant', 'think', 'anyth']",0,1
1725,"['dundotweet', 'that', 'class', 'middl', 'nowh', 'weath']",0,1
1726,"['meth', 'hop', 'un', 'mad', 'night', 'hel']",0,0
1727,"['theyr', 'asd', 'week', 'noth', 'earth', 'orbit', 'around', 'sun']",0,48
1728,"['earth', 'orbit', 'around', 'sun']",3,63
1729,"['morn', 'get', 'bright', 'thank', 'innoc', 'sup', 'juic', 'httpstcodjigiyuj']",13,72
1730,"['lik', 'custom', 'serv', 'champ', 'prob', 'apply', 'next', 'custom', 'serv', 'ch', 'httpstconxyengxl']",15,23
1731,"['goospraygam', 'sery', 'someth', 'sery', 'sery', 'sery']",0,2
1732,"['oliviaxlow', 'sunday', 'bet', 'get', 'skat', 'therel', 'tim', 'ic', 'skat', 'youv', 'apply']",0,1
1733,"['badgersvspeng', 'might', 'help', 'hiccup', 'hiccup', 'prob', 'wont', 'help', 'dont']",0,1
1734,"['cyf', 'singl', 'flak', 'twirl', 'wisp', 'twix', 'prob', 'check', 'chocol', 'bar', 'berlin']",0,2
1735,"['khipko', 'pretty', 'indeiceiv', 'hah', 'hah', 'hahah', 'wel', 'go']",0,2
1736,"['imbradmil', 'tobiia', 'wel', 'thank', 'brad', 'yo', 'kind', 'act', 'yo', 'right', 'amount', 'kind']",1,1
1737,"['nickiesg', 'somewh', 'flurry', 'smat', 'smurry']",0,3
1738,"['kozaksgst', 'crip', 'sound', 'chil', 'hop', 'yo', 'wear', 'jump']",0,0
1739,"['capitalgoos', 'tobiia', 'act', 'request', 'spons', 'would', 'lik', 'spons', 'us']",0,0
1740,"['her', 'video', 'us', 'talk', 'lev', 'avocado', 'renew', 'energy', 'httpstcodrghrojl']",4,23
1741,"['merelydar', 'that', 'went']",0,0
1742,"['awlilnatty', 'on', 'map', 'littl', 'symbol', 'say', 'ther', 'hur', 'ev']",0,2
1743,"['koalaclumsy', 'might', 'wind', 'turbin', 'big', 'fan']",0,1
1744,"['christreen', 'snow', 'snom']",0,4
1745,"['paulinelock', 'wish', 'could', 'stay', 'calm', 'paulin']",0,3
1746,"['cherryconst', 'wel', 'see', 'cherry', 'lov', 'nam', 'lik', 'could', 'fruit', 'cop']",0,8
1747,"['elderlygoos', 'ther', 'formul', 'on', 'car', 'pass']",0,4
1748,"['badgersvspeng', 'hey', 'si', 'tri', 'unfold', 'corn', 'mak', 'whol', 'thing', 'flat', 'less', 'plac', 'f', 'httpstcoiwuwfcb']",0,0
1749,"['inkyc', 'didnt', 'miss', 'much', 'honest', 'jo']",0,1
1750,"['mehtapcosgun', 'yo', 'good', 'eg', 'good', 'juic', 'pickerup']",0,0
1751,"['weath', 'upd', 'upd', 'stop']",15,232
1752,"['weath', 'upd', 'snow']",24,274
1753,"['jodiebourn', 'moonlightmd', 'sup', 'nant', 'bourn', 'id']",0,2
1754,"['victoriasturley', 'ment', 'smal', 'print', 'clear', 'clear', 'enough', 'clear', 'wel', 'pass', 'httpstcoxjvbtodmv']",0,1
1755,"['dalestweet', 'ar', 'person', 'who', 'got', 'nos']",0,0
1756,"['patrickdoesweb', 'oh', 'wev', 'fal', 'today', 'fre', 'smoothy', 'tomorrow', 'fre', 'vanload', 'thursday', 'httpstcokohact']",0,0
1757,"['oliclark', 'yo', 'far', 'ol', 'mad', 'recyc', 'plast', 'bottl', 'real', 'wasnt', 'sus', 'httpstcofjixttmzu']",0,1
1758,"['alicejmuir', 'innocentireland', 'everyon', 'exceiv', 'cucumbert', 'put', 'sci', 'book', 'away', 'bert', 'veget', 'know']",0,0
1759,"['moonlightmd', 'jodiebourn', 'sup', 'nant', 'sup', 'jody', 'sup', 'sound', 'lik', 'movy', 'movy', 'wed', 'watch']",2,2
1760,"['boostinfo', 'lancasterm', 'dont', 'forget', 'ask', 'joe', 'collect', 'rub', 'duck']",0,0
1761,"['dalestweet', 'soon', 'fig', 'thumb', 'trick', 'mid', 'work']",0,1
1762,"['oliviaxlow', 'sit', 'paty', 'phon', 'itl', 'com', 'email']",0,2
1763,"['josieemmon', 'best', 'pol', 'c', 'check', 'spel', 'mistak', 'ens', 'upsid']",0,0
1764,"['homeecdh', 'wel', 'trad', 'on', 'pack', 'mag', 'bean', 'last', 'cow']",0,1
1765,"['mehn', 'glad', 'lik', 'rav', 'thank', 'feedback', 'wel', 'let', 'lab', 'coat', 'lot', 'know', 'youd', 'lik', 'blood', 'orang']",0,0
1766,"['letshelpnothurt', 'got', 'on', 'p', 'p', 'stand', 'promot', 'right']",1,0
1767,"['patrickdoesweb', 'know', 'cheapest', 'patrick', 'best', 'fruit', 'com', 'pric', 'try', 'httpstcoyxymrty']",0,0
1768,"['rossymid', 'good', 'job', 'ross', 'real', 'excit', 'prop', 'enjoy', 'lot', 'funzwel', 'pack', 'stuff']",0,1
1769,"['alicejmuir', 'innocentireland', 'anagram', 'al', 'j', 'muir', 'wel', 'giv', 'fre', 'juic', 'miralword', 'isnt', 'real', 'word', 'httpstcovotjjhgwpd']",0,1
1770,"['meggzzy', 'excel', 'sock', 'maint']",0,0
1771,"['merelydar', 'googl', 'emerit', 'oh', 'latin', 'eminem']",0,1
1772,"['pckyourpassport', 'zoegilmartin', 'look', 'lik', 'wel', 'go', 'back', 'draw', 'board', 'zoe']",0,0
1773,"['jodiebourn', 'moonlightmd', 'hold', 'innoc', 'puppet', 'sup', 'job', 'jody']",0,2
1774,"['jeremiahjohn', 'whisp', 'sweet', 'noth', 'wind', 'yeah', 'jobsl']",0,1
1775,"['adlynch', 'lv', 'gif', 'pow', 'would', 'certain', 'com', 'handy', 'would', 'adv', 'photoshop', 'spel', 'heal', 'pot', 'httpstcovxyxqwlfc']",0,1
1776,"['victoriasturley', 'hello', 'victor', 'yep', 'gent', 'past', 'drink', 'knock', 'harm', 'bacter', 'thi', 'httpstcoxkbmehjc']",0,0
1777,"['mustaphaleek', 'wel']",0,0
1778,"['orthopodreg', 'lizzyelsey', 'mstott', 'q', 'what', 'black', 'whit', 'orang', 'penguin']",1,3
1779,"['adambeardwel', 'louloubeynon', 'asy', 'mistak', 'mak']",0,0
1780,"['janeebastow', 'hi', 'jan', 'nam', 'drink', 'bas', 'think', 'youl', 'tast', 'appl', 'orang', 'banana', 'mak', 'gre', 'httpstcovsmnkouvg']",0,0
1781,"['capitalgoos', 'tobiia', 'weird', 'could', 'spons', 'bird', 'wed', 'choos', 'capit', 'goos']",0,2
1782,"['adambeardwel', 'louloubeynon', 'think', 'youv', 'miss', 'e', 'adam', 'gre', 'hear', 'think', 'smoothy', 'inspir', 'wom']",0,1
1783,"['anthonyhornsby', 'thelonelyseason', 'yep', 'friend', 'got', 'spot', 'anthony', 'got', 'fiv', 'diff', 'sort', 'f', 'httpstcotxxwmfayl']",0,1
1784,"['homeecdh', 'nic', 'work', 'gang', 'anyon', 'try', 'grow', 'mag', 'bean', 'wev', 'heard', 'good', 'thing']",0,1
1785,"['look', 'bril', 'digit', 'cont', 'produc', 'help', 'us', 'mak', 'gre', 'stuff', 'interest', 'httpstcopflhbkn']",27,80
1786,"['bishopweston', 'subbuteoof', 'wev', 'don', 'research', 'tony', 'think', 'am', 'footbal', 'lik', 'engl', 'footb', 'httpstcobkfjnapgs']",0,4
1787,"['fyrwit', 'glad', 'lik', 'jakob', 'reckon', 'youv', 'found', 'stil', 'anoth', 'coupl', 'hid']",0,1
1788,"['greeneyedl', 'strange', 'almost', 'mak', 'sound', 'lik', 'dont', 'wear', 'every', 'day']",0,0
1789,"['hanontherun', 'pleas', 'hannah', 'hop', 'channel', 'in', 'bird', 'prey', 'today']",0,0
1790,"['blondierodg', 'hi', 'sarah', 'giv', 'sel', 'rrp', 'ultim', 'much', 'charg', 'tool', 'httpstcothijlcuu']",0,0
1791,"['amycochr', 'sorry', 'hear', 'amy', 'recommend', 'keep', 'fridg', 'lock', 'saf', 'keep', 'saf', 'httpstcojyxakbmki']",1,1
1792,"['andygough', 'gre', 'hear', 'andy', 'tri', 'whol', 'set']",0,0
1793,"['htaylor', 'nop', 'wel', 'dont', 'chang', 'rrps', 'shop', 'charg', 'dont', 'try', 'work', 'httpstcoksidiqz']",0,0
1794,"['orthopodreg', 'lizzyelsey', 'mstott', 'elizabe', 'correct', 'indee', 'mak', 'pair', 'protein', 'smoothy', 'thingymajigg', 'httpstcoenoxezeov']",2,4
1795,"['lisas', 'also', 'bet', 'elbow', 'tabl', 'good', 'tabl', 'man', 'cost', 'noth']",0,0
1796,"['serivet', 'hop', 'trick', 'yo', 'feel', 'right', 'rain', 'sarah']",0,1
1797,"['emmmmm', 'alway', 'sup', 'juic', 'oclock', 'emm', 'also', 'watch', 'stop']",0,0
1798,"['gemmafox', 'wev', 'wait', 'nerv', 'hear', 'think', 'gemm', 'breath', 'sigh', 'reliev', 'know', 'yo', 'fan']",0,0
1799,"['lambj', 'thank', 'get', 'touch', 'jam', 'draw', 'illust', 'typ', 'fruit', 'rath', 'httpstcobonprtlvj']",0,0
1800,"['gjo', 'sosusaneow', 'hey', 'gare', 'juic', 'includ', 'three', 'banan', 'fre', 'plu', 'gorg', 'gre', 'httpstcoguybzfmu']",0,1
1801,"['pinklemonbrand', 'thank', 'kar', 'glad', 'didnt', 'go', 'vint', 'black', 'whit', 'noir', 'look']",1,1
1802,"['conorst', 'hello', 'con', 'gent', 'past', 'drink', 'ens', 'everyon', 'enjoy', 'best']",0,0
1803,"['fifichu', 'sur', 'raspberry', 'rollercoast']",0,0
1804,"['sarahcowy', 'pleas', 'sarah', 'hop', 'next', 'on', 'get', 'back', 'norm']",0,0
1805,"['westendgirl', 'prom', 'try', 'mislead', 'main', 'sup', 'smoothy', 'recommend', 'ml', 'serv', 'httpstcodcserbyk']",0,0
1806,"['hellenbach', 'sound', 'lik', 'perfect', 'hat', 'tog', 'cant', 'wait', 'see', 'fin', 'result']",2,2
1807,"['juliaw', 'jul', 'many', 'basket', 'rugby']",0,1
1808,"['sheepmachin', 'follow', 'adv', 'put', 'hol', 'rugby', 'bal', 'meant', 'flat']",0,1
1809,"['glennmango', 'anyth', 'dav', 'dog', 'com', 'off', 'katy', 'hum', 'gre', 'nam', 'way', 'glen']",0,1
1810,"['shiplakerugby', 'fifteenrugbyxv', 'tchencharles', 'cheltcollsport', 'oh', 'awkward', 'thought', 'spons', 'cheltenham', 'colleg']",1,3
1811,"['bigdogkekhard', 'mayb', 'could', 'picn', 'basket', 'attract', 'view', 'smart', 'av', 'bear']",0,0
1812,"['pol', 'keep', 'saf', 'could', 'tak', 'ant', 'roadshow', 'year', 'could', 'techn', 'tak', 'httpstcoscusmmcxlo']",0,1
1813,"['franalswor', 'avsukireland', 'cat', 'cat', 'look', 'lik', 'transport', 'coordin', 'cal', 'joshu', 'us']",2,5
1814,"['realredgoon', 'bas', 'nam', 'think', 'tast', 'though', 'everyon', 'tongu', 'slight', 'diff', 'httpstcofjowlngup']",0,0
1815,"['immersivedream', 'prom', 'stil', 'ringsorry', 'busy', 'might', 'monday', 'thingw', 'fre', 'calend', 'httpstcozsocrejv']",0,1
1816,"['rll', 'norm', 'com', 'pretty', 'hard', 'sort', 'thing', 'rachel', 'wel', 'let', 'tim', 'see', 'httpstcolswwvsdsep']",0,0
1817,"['franalswor', 'djccharles', 'caw', 'appr', 'smuuthy', 'ev', 'struggling', 'honest']",0,2
1818,"['amybotwright', 'bloody', 'lov', 'amy', 'botwright', 'amy', 'botwleft', 'evil', 'twin', 'sworn', 'secrecy']",0,4
1819,"['steehcair', 'glad', 'know', 'could', 'help', 'stephany', 'dont', 'surgery', 'every', 'tim', 'want', 'smoothy', 'though']",0,1
1820,"['melissssssaar', 'mou', 'welcom', 'meliss', 'yo', 'favourit', 'person', 'shar', 'init', 'wit', 'httpstcoosutxpbib']",0,1
1821,"['omgimsu', 'thank', 'help', 'old', 'peopl', 'get', 'involv', 'big', 'knit', 'happy', 'rock', 'sue']",0,1
1822,"['scoug', 'that', 'sham', 'bri', 'hop', 'two', 'right', 'street']",0,0
1823,"['naomirowanblog', 'lov', 'hear', 'naom', 'hop', 'raspberry', 'cherry', 'tang', 'yo', 'httpstcoccccqzqr']",0,1
1824,"['lauragrig', 'hello', 'laur', 'find', 'nutrit', 'info', 'tab', 'wev', 'imagin', 'cal', 'nut', 'httpstconoujzvpet']",0,0
1825,"['adamdyst', 'wors', 'confus', 'london', 'england', 'london', 'kiribat']",0,0
1826,"['tobynut', 'scheduled', 'wrot', 'thef', 'sorry', 'wed', 'prob', 'swap', 'patriot', 'inmonday', 'patrio', 'httpstcobzydsmmevo']",0,4
1827,"['richardgibbon', 'hello', 'richard', 'know', 'drink', 'ar', 'cheapest', 'best', 'qual', 'fruit', 'com', 'httpstcokmishbl']",0,0
1828,"['fawkesmiy', 'phew', 'took', 'on', 'hundr', 'thousand', 'tweet']",0,0
1829,"['cdrider', 'convoc', 'eagl', 'got', 'what', 'term', 'group', 'craig', 'cluggl']",0,3
1830,"['oakdenesurpr', 'hello', 'sorry', 'hear', 'email', 'helloinnocentdrinkscouk', 'pleas', 'httpstcotvnkcdvvoo']",0,0
1831,"['monday', 'mot', 'bunch', 'eagl', 'learn', 'rul', 'am', 'footbal', 'form', 'success', 'team', 'go', 'httpstcoojlqkpjbwo']",111,464
1832,"['likey', 'lighty', 'watchy', 'tak', 'spot', 'new', 'advert', 'let', 'rol', 'see', 'coast', 'httpstcogsekcuzs']",11,95
1833,"['sixn', 'start', 'today', 'her', 'easy', 'guid', 'rugbyrun', 'aroundus', 'hand', 'feetget', 'ballbou', 'httpstcoofxrgmgg']",35,241
1834,"['elderlygoos', 'pleas', 'sam', 'gre', 'day', 'blow', 'cak', 'big', 'slic', 'candl']",0,1
1835,"['karengrzyw', 'happy', 'birthday', 'kar', 'happy', 'rec', 'beensoon', 'birthday', 'math', 'awry', 'yep', 'that', 'rig', 'httpstcoehyctpgtav']",0,1
1836,"['patheaney', 'big', 'on', 'best', 'bet', 'patrick', 'slic', 'pizz']",0,1
1837,"['petercarringtn', 'juic', 'pretty', 'standard', 'most', 'us', 'ml', 'serv', 'siz', 'smoothy', 'bi', 'httpstcollybxpvh']",0,0
1838,"['keeeaw', 'innocentnl', 'latin', 'nam', 'turtl', 'water', 'tortois']",0,1
1839,"['keeeaw', 'innocentnl', 'shark', 'tee', 'throughout', 'lif', 'that', 'tee', 'flamingo']",0,1
1840,"['jeremiahjohn', 'off', 'speak', 'numb', 'least', 'two', 'mayb', 'know']",0,0
1841,"['goospraygam', 'thank', 'mik', 'yo', 'good', 'eg', 'sery', 'not', 'play', 'slid', 'whistl']",0,2
1842,"['readingandadv', 'turn', 'iliad']",0,0
1843,"['djccharles', 'pleas', 'dav', 'thank', 'look', 'anim', 'us', 'lot']",0,2
1844,"['momansoor', 'juliarshut', 'oh', 'without', 'smoothy', 'level', 'would', 'catastroph', 'low', 'theyr', 'b', 'httpstcookoompkga']",0,1
1845,"['zabbo', 'break', 'leg', 'vinny', 'wait', 'that', 'the', 'nevermind', 'break', 'world', 'record', 'instead']",0,2
1846,"['momansoor', 'juliarshut', 'look', 'lik', 'smoothy', 'level', 'dang', 'low', 'mov', 'lurpak', 'shelf', 'httpstcowhlptagrik']",0,1
1847,"['sheepmachin', 'glitch', 'matrix', 'httpstcortloiwz']",0,1
1848,"['cyf', 'keeeaw', 'innocentnl', 'good', 'thing', 'hid', 'plan', 'world', 'domin', 'real']",0,1
1849,"['keeeaw', 'innocentnl', 'httpstcorgwxmbuf']",0,1
1850,"['icysedgwick', 'wond', 'supervillain', 'would', 'feel', 'thank', 'clear', 'icy']",0,0
1851,"['sanniull', 'sann', 'sick', 'cool', 'wick', 'skateboard', 'sunglass', 'sort', 'way', 'hop', 'dont', 'get', 'sick', 'way']",0,1
1852,"['guitaristdom', 'valu', 'feedback', 'dom', 'how', 'thisbuy', 'smoothy', 'pleas', 'groundhogday']",0,1
1853,"['goospraygam', 'on', 'go', 'next', 'tim', 'itl', 'cost', 'ten']",0,2
1854,"['notsilkors', 'gre', 'going', 'lis', 'thing', 'sound', 'lik', 'planflanpanbanfantransport', 'soun', 'httpstcovorbdh']",0,0
1855,"['stgabrielsss', 'growhq', 'look', 'suspicy', 'lik', 'postcard', 'us']",0,1
1856,"['aeoy', 'wel', 'straightforward', 'thank', 'alex']",0,2
1857,"['readingandadv', 'wel', 'cant', 'grow', 'underground', 'amy', 'on', 'want', 'muddy', 'pancak', 'exceiv', 'mayb', 'ear', 'worm', 'mol']",0,1
1858,"['djccharles', 'eith', 'cow', 'try', 'get', 'at']",0,1
1859,"['danieljenk', 'big', 'supermarket', 'littl', 'vert', 'big', 'supermarket', 'best', 'bet', 'daniel', 'whil', 'httpstcoqxalsv']",0,0
1860,"['wmmauk', 'wev', 'got', 'result', 'back', 'lab', 'yo', 'already', 'sexychart']",0,1
1861,"['haleeeemmma', 'thaaaank', 'yoouuu', 'haleeemmmaa']",0,0
1862,"['louisemil', 'look', 'lik', 'yo', 'mart', 'art', 'award', 'ceremony', 'us', 'lou']",0,0
1863,"['lou', 'cours', 'could', 'forget', 'dart']",0,1
1864,"['alibutch', 'crep', 'radiohead']",0,0
1865,"['idinasparrilla', 'snappypizzanow', 'shroves', 'thursday']",0,2
1866,"['wiltssimon', 'cok', 'invest', 'us', 'year', 'ago', 'op', 'standalon', 'company', 'run', 'p', 'httpstcouatgrfziu']",0,0
1867,"['keeeaw', 'innocentnl', 'wev', 'run', 'fram', 'mak', 'background', 'instead', 'httpstcoqqnekte']",1,2
1868,"['tkav', 'pleas', 'tin', 'hop', 'avoid', 'lamp', 'post']",0,0
1869,"['tipl', 'hello', 'appl', 'grap', 'gre', 'bas', 'stronger', 'tast', 'lim', 'lemon', 'mat', 'httpstcobngiiryyh']",0,0
1870,"['waseuinton', 'dan', 'haircut', 'sint', 'wel', 'peopl', 'sint']",0,1
1871,"['emkwrit', 'stil', 'hold', 'innoc', 'movy']",0,2
1872,"['uptheantem', 'jipc', 'pastry', 'though', 'crumbl', 'piec']",0,0
1873,"['cardicr', 'thank', 'elizabe', 'yo', 'on', 'top', 'favourit', 'term', 'gen', 'awesom', 'elizabeth']",0,1
1874,"['charley', 'charley', 'wel', 'keep', 'writ', 'ms', 'pea', 'eat', 'lik', 'sweet']",0,0
1875,"['petercarringtn', 'good', 'quest', 'pet', 'ml', 'industry', 'standard', 'sort', 'drink', 'recommend', 'httpstconxuhhtqn']",0,0
1876,"['jameseonlin', 'oh', 'wed', 'think', 'juic', 'act', 'ye', 'suggest', 'bet']",0,1
1877,"['princesspuglov', 'real', 'sorry', 'hear', 'email', 'helloinnocentdrinkscouk', 'pleas', 'wel', 'get', 'right']",0,0
1878,"['pleas', 'buy', 'smoothy', 'groundhogday']",2,62
1879,"['pleas', 'buy', 'smoothy', 'groundhogday']",1,50
1880,"['pleas', 'buy', 'smoothy', 'groundhogday']",0,23
1881,"['pleas', 'buy', 'smoothy', 'groundhogday']",2,18
1882,"['pleas', 'buy', 'smoothy', 'groundhogday']",2,102
1883,"['schoolsprogress', 'cant', 'wait', 'see', 'sprouts', 'rath', 'pea', 'cress', 'spinach']",2,5
1884,"['kathdevlin', 'could', 'dragon', 'dragon', 'den', 'savvy', 'busy', 'adv', 'lik', 'kath']",1,3
1885,"['isabellearth', 'hop', 'dont', 'feel', 'weath', 'long', 'isabel', 'start', 'feel', 'weath', 'instead']",0,0
1886,"['louisemahrr', 'phys', 'imposs', 'grown', 'toexceiv', 'on', 'legend', 'tel', 'chos', 'on', 'grown', 'httpstcofdxgfet']",0,1
1887,"['savlafair', 'wat', 'star', 'dust', 'didnt']",0,0
1888,"['chloegtownsend', 'strange', 'thing', 'got', 'ide', 'dreammarket', 'dream']",0,1
1889,"['hannahlbat', 'whilst', 'look', 'way', 'increas', 'west', 'suffolk', 'smoothy', 'sal', 'wev', 'already', 'got', 'al', 'httpstcogkeewru']",0,2
1890,"['aroraappleby', 'dont', 'heart', 'break', 'aror', 'wev', 'got', 'friend', 'bunny', 'us', 'httpstcokyygic']",0,1
1891,"['theboytooley', 'mwait', 'that', 'get', 'two', 'whal', 'min']",0,1
1892,"['snappypizzanow', 'idinasparrilla', 'guess', 'btec', 'get']",1,2
1893,"['jeremiahjohn', 'insertcoint', 'vowel', 'vowel', 'conson', 'vowel', 'conson', 'conson', 'vowel']",0,1
1894,"['rosiewal', 'sazzy', 'thank', 'rosy', 'dont', 'lot', 'swap', 'paddl', 'keyboard', 'play', 'gam', 'httpstcofbkwaxaspq']",1,2
