,text,re,fav
549,"['neuroscy', 'mcgovernmit', 'mitbrainandcog', 'discov', 'brain', 'produc', 'diff', 'tim', 'interv', 'httpstcokgroqrkod']",32,63
550,"['mit', 'engin', 'print', 'liv', 'tattoo', 'hydrogel', 'genet', 'engin', 'bacter', 'httpstcoawglnuj', 'httpstcogocqhqeo']",166,320
551,"['stud', 'want', 'learn', 'someth', 'that', 'going', 'mak', 'think', 'diff', 'mit', 'hist', 'malick', 'ghachem', 'httpstcosofcuge']",15,67
552,"['research', 'mit', 'whiteheadinst', 'find', 'musc', 'play', 'surpr', 'rol', 'tissu', 'reg', 'httpstcosyvqwxgw']",22,57
553,"['follow', 'us', 'snapch', 'go', 'class', 'mit', 'stud', 'daniel', 'gonzo', 'gonzalez', 'tomorrow', 'httpstcolbczdko']",15,60
554,"['mit', 'commun', 'rec', 'gath', 'hon', 'form', 'presid', 'paul', 'gray', 'httpstcopossbnboj', 'httpstcosbmouqaxcl']",28,64
555,"['inspir', 'behind', 'googledoodl', 'csedweek', 'told', 'champikaf', 'scratch', 'team', 'httpstcostzlhhhr']",27,78
556,"['turn', 'bacter', 'body', 'produc', 'sick', 'beat', 'via', 'washingtonpost', 'httpstcojzlmier']",31,64
557,"['rt', 'mitcsail', 'ai', 'learn', 'video', 'bet', 'understand', 'act', 'amp', 'ev', 'wmit', 'amp', 'ibm', 'ai', 'lab', 'httpstcojrlcwzlbym', 'ibmresear']",34,0
558,"['mit', 'reenact', 'expery', 'help', 'in', 'nuclear', 'ag', 'th', 'annivers', 'first', 'control', 'httpstcodizqrdbyub']",24,81
559,"['mit', 'wei', 'zhang', 'new', 'horizon', 'mathem', 'breakthroughpr', 'congrat', 'httpstcoznqpoijm']",33,114
560,"['meet', 'miteec', 'assocy', 'prof', 'rrwilliams', 'reach', 'mileston', 'class', 'p', 'vs', 'np', 'problem', 'httpstcodhlvyjfnv']",7,41
561,"['rt', 'mitslo', 'want', 'produc', 'tak', 'break', 'httpstcoyszjh', 'httpstcoiqnoycp']",51,0
562,"['rt', 'mitcsail', 'hon', 'nationalcookieday', 'her', 'cookiebak', 'robot', 'act', 'httpstcokyhsuhhz', 'httpstcoeneprfrpbc']",41,0
563,"['rt', 'shassstud', 'sampl', 'mit', 'hum', 'art', 'soc', 'sci', 'field', 'help', 'gen', 'planet', 'heal', 'httpstcogrvfgkcuu']",11,0
564,"['csedweek', 'start', 'comput', 'sci', 'cours', 'mitocw', 'hourofcod', 'today', 'httpstcoygktvoj', 'httpstcoefhfuhc']",39,108
565,"['congrat', 'mitstud', 'nick', 'schwartz', 'oliv', 'zhao', 'liang', 'zhou', 'win', 'year', 'prestigy', 'mar', 'httpstcozpilqzxac']",15,109
566,"['sci', 'mitphys', 'harvardphys', 'demonst', 'on', 'largest', 'quant', 'sim', 'yet', 'ato', 'httpstcoyakszuovni']",39,113
567,"['rt', 'medialab', 'csedweekcheck', 'firstev', 'cod', 'googledoodl', 'built', 'scratch', 'block', 'get', 'kid', 'eng', 'hourofcod']",87,0
568,"['get', 'sprayed', 'met', 'coat', 'stick', 'new', 'insight', 'chemistrymit', 'mitdms', 'httpstcoxhigcsth', 'httpstcoiunkelss']",7,44
569,"['supermoon', 'set', 'dom', 'photo', 'danzdil', 'httpstcocqeffdgk']",281,852
570,"['mit', 'react', 'kickstart', 'car', 'nuclear', 'engin', 'sarah', 'httpstcojobouijxva', 'httpstcolorhdwoxf']",36,107
571,"['report', 'find', 'mit', 'track', 'meet', 'camp', 'clim', 'act', 'goal', 'httpstcoetjvuafc', 'actonclim', 'httpstcoxidvwtnhx']",25,131
572,"['design', 'test', 'pilot', 'hugh', 'her', 'medialab', 'biomechatron', 'group', 'direct', 'httpstcokxxqrhiq']",27,66
573,"['rt', 'mater', 'collab', 'mit', 'lamborghin', 'produc', 'impress', 'hyperc', 'conceiv', 'elect', 'sport', 'car', 'fut']",62,0
574,"['research', 'mitengin', 'propos', 'new', 'expl', 'turb', 'behavy', 'plasma', 'spac', 'httpstcomlhvqudbeq']",55,124
575,"['un', 'class', 'teach', 'mitstud', 'build', 'hardw', 'next', 'gen', 'art', 'intellig', 'httpstcoyjyul']",43,107
576,"['rt', 'broadinstitut', 'research', 'find', 'antibiot', 'interact', 'w', 'immun', 'cel', 'unexpect', 'way', 'may', 'reduc', 'abl', 'kil', 'bacter', 'htt']",21,0
577,"['mit', 'seny', 'drew', 'bent', 'hop', 'level', 'educ', 'play', 'field', 'fut', 'httpstcocmryziqb', 'httpstcoiatgowrwd']",18,35
578,"['har', 'meritocr', 'gre', 'idea', 'httpstcoueowmdimdc', 'high', 'httpstcoxutbvrqe']",24,52
579,"['real', 'nee', 'think', 'complex', 'pot', 'technolog', 'lik', 'dron', 'diff', 'kind', 'httpstcohsrasfco']",24,58
580,"['rt', 'shassstud', 'car', 'lai', 'cit', 'study', 'lit', 'key', 'prep', 'med', 'pract', 'httpstcolxpqlddpb', 'lit']",13,0
581,"['rt', 'mitengin', 'congr', 'emy', 'pen', 'nam', 'nfhca', 'new', 'england', 'east', 'play', 'year', 'addit', 'select', 'th']",5,0
582,"['artifact', 'fut', 'mitarchitect', 'wojrorg', 'op', 'archetyp', 'form', 'new', 'interpret', 'httpstcolzpufhqtzp']",16,35
583,"['find', 'spring', 'insid', 'stud', 'cent', 'onlyatmit', 'kollin', 'wasserlein', 'maisy', 'obry', 'httpstconytrihlsdh']",7,41
584,"['new', 'or', 'sensors', 'satellit', 'develop', 'mitl', 'fulfil', 'crit', 'nee', 'situ', 'aw', 'sp', 'httpstcozwsvuefiac']",19,50
585,"['insid', 'virt', 'real', 'exhibit', 'enemy', 'israel', 'soldy', 'palestin', 'fight', 'stand', 'opposit', 'sid', 'httpstcowrrktwg']",14,50
586,"['mit', 'neuroscy', 'find', 'chronic', 'stress', 'skew', 'decid', 'toward', 'higherrisk', 'opt', 'httpstcocksxemlk', 'httpstcofuwwizisxx']",59,143
587,"['sympos', 'celebr', 'lif', 'car', 'lat', 'institut', 'profess', 'emerit', 'mildr', 'dresselha', 'httpstcogolatokwsi']",36,122
588,"['rt', 'chenelain', 'design', 'challeng', 'intro', 'mak', 'duc', 'tap', 'cardboard', 'servo', 'mot', 'arduino', 'cc', 'projectman', 'eshipmit', 'billau']",7,0
589,"['program', 'musc', 'could', 'help', 'everyth', 'deepse', 'robot', 'perform', 'surgery', 'via', 'huffpostuk', 'httpstcouwtjilypt']",29,62
590,"['speedy', 'print', 'print', 'develop', 'mitmech', 'tim', 'fast', 'commerc', 'counterpart', 'httpstcoaagsns']",22,76
591,"['study', 'mitmicrobiom', 'intestin', 'bacter', 'stop', 'highsalt', 'diet', 'induc', 'inflam', 'httpstcocetikycgq']",23,64
592,"['rt', 'shassstud', 'brows', 'digit', 'newstand', 'port', 'publ', 'mit', 'shass', 'field', 'httpstcobylfraugr', 'h']",7,0
593,"['digit', 'learn', 'could', 'key', 'mov', 'econom', 'lad', 'via', 'bostonglob', 'httpstcomtvchl']",49,66
594,"['congr', 'mit', 'seny', 'anjal', 'misr', 'new', 'annount', 'mitchellschol', 'who', 'head', 'ireland', 'pursu', 'gradu', 'st', 'httpstcoauqhoofolr']",9,61
595,"['flatworm', 'reg', 'dam', 'tissu', 'new', 'insight', 'mit', 'whiteheadinst', 'httpstcoguubahr', 'httpstcouxeekxyq']",13,46
596,"['research', 'mitphys', 'develop', 'fast', 'way', 'mak', 'boseeinstein', 'condens', 'httpstcolujuqhu', 'httpstcohikqghkbi']",39,82
597,"['im', 'person', 'lik', 'rul', 'within', 'rul', 'find', 'cre', 'httpstcojsefpzt', 'httpstcocuzxksje']",26,171
598,"['rt', 'climatexmit', 'climatex', 'interest', 'learn', 'connect', 'act', 'clim', 'issu', 'develop', 'quest', 'th']",10,0
599,"['rt', 'mitocw', 'sky', 'fal', 'hap', 'swing', 'bucket', 'golf', 'bal', 'around', 'fast', 'find', 'newton', 'second', 'law', 'mot']",11,0
600,"['rt', 'spacedotcom', 'mit', 'team', 'win', 'mar', 'city', 'design', 'contest', 'redwood', 'forest', 'ide', 'httpstcozwoptaql', 'httpstcoajbbbunb']",89,0
601,"['pollut', 'art', 'system', 'fluidinterfac', 'spinoff', 'gravikylab', 'turn', 'air', 'pollut', 'ink', 'art', 'worl', 'httpstconsekki']",19,38
602,"['research', 'chemistrymit', 'mitdms', 'rev', 'best', 'way', 'mak', 'tiny', 'met', 'partic', 'stick', 'surfac', 'httpstcopmtluhrbgh']",10,46
603,"['mit', 'launch', 'chin', 'fut', 'city', 'lab', 'spur', 'research', 'innov', 'chin', 'httpstcoceetkvmfj', 'httpstcoxtzjdkaiva']",18,47
604,"['mit', 'sci', 'discov', 'cold', 'droplet', 'levit', 'surfac', 'anoth', 'liquid', 'httpstcoblkjedx']",83,193
605,"['new', 'report', 'outlin', 'mit', 'plan', 'meet', 'decl', 'goal', 'reduc', 'carbon', 'footprint', 'camp', 'near', 'httpstcowfakfdixh']",70,235
606,"['mit', 'grad', 'stud', 'design', 'pockets', 'partic', 'detect', 'httpstcovhsyhjpfc', 'muon', 'httpstcofzftbyouy']",73,213
607,"['assocy', 'prof', 'rrwilliams', 'tak', 'maj', 'step', 'toward', 'solv', 'biggest', 'problem', 'comput', 'sci', 'httpstcoqtgbmttvp']",76,173
608,"['thanksg', 'greet', 'bulletin', 'mitistnew', 'newslet', 'tbt', 'happythanksg', 'httpstconbzfsqmgi']",29,86
609,"['thanksg', 'tim', 'grat', 'giv', 'help', 'hand', 'happy', 'thanksg', 'everyon', 'httpstcodrhehvm']",53,173
610,"['congr', 'many', 'mit', 'commun', 'memb', 'nam', 'forb', 'httpstcotqqptwofa', 'httpstcobvdtpctk']",48,121
611,"['play', 'audiohelicas', 'podcast', 'mit', 'whiteheadinst', 'louridolab', 'describ', 'work', 'aim', 'combatin', 'httpstcohfwuxcilb']",9,28
612,"['season', 'chang', 'aroundmit', 'temp', 'drop', 'wind', 'pick', 'say', 'goodby', 'fal', 'httpstcovywahqfff']",37,175
613,"['new', 'mat', 'mitdms', 'allow', 'stor', 'heat', 'stabl', 'form', 'releas', 'lat', 'demand', 'httpstcorzmqmehv']",31,67
614,"['rt', 'mitengin', 'first', 'ldirectorscup', 'stand', 'mit', 'sit', 'atop', 'divid', 'ii', 'rank', 'fiv', 'fal', 'conf', 'champ']",15,0
615,"['study', 'mitmicrobiom', 'intestin', 'bacter', 'stop', 'highsalt', 'diet', 'induc', 'inflam', 'httpstcoygomyqhrz']",40,56
616,"['rt', 'sciencemit', 'first', 'tim', 'phys', 'develop', 'techn', 'peer', 'deep', 'benea', 'surfac', 'mat', 'ident']",24,0
617,"['rt', 'shassstud', 'video', 'sci', 'mus', 'benefit', 'brain', 'httpstcotzhzebwh', 'mit', 'mus', 'httpstcofoqfhaauh', 'ht']",34,0
618,"['today', 'celebr', 'worldtelevisionday', 'technicol', 'found', 'three', 'mitalumn', 'herbert', 'kalm', 'daniel', 'co', 'httpstconbrinfqjr']",96,189
619,"['meet', 'sarah', 'superintend', 'mit', 'nuclear', 'react', 'lab', 'httpstconrrxqgeju', 'womeninstem', 'httpstcomjwuedj']",31,93
620,"['sci', 'chemistrymit', 'show', 'cholesterol', 'help', 'flu', 'vir', 'escap', 'host', 'cel', 'httpstcoomhtbshuk', 'httpstcojfbudsvoq']",29,54
621,"['thank', 'meet', 'program', 'mistiatmit', 'doz', 'israel', 'palestin', 'want', 'pursu', 'c', 'httpstcodcsocfxt']",16,37
622,"['two', 'mitstud', 'seny', 'mary', 'clar', 'beytagh', 'matthew', 'chun', 'nam', 'rhodesschol', 'congrat', 'httpstcoiwkzrnc']",39,199
623,"['rt', 'mitalumn', 'startup', 'accel', 'stex', 'found', 'mitstex', 'mak', 'crit', 'partn', 'mitconnect', 'startup', 'industry', 'j']",14,0
624,"['delivery', 'system', 'develop', 'mit', 'team', 'delet', 'diseasecaus', 'gen', 'reduc', 'cholesterol', 'httpstcosgzslpu', 'httpstcobhfuznqsb']",47,85
625,"['otd', 'novemb', 'harvard', 'vs', 'yal', 'mit', 'mad', 'pres', 'known', 'thegam', 'mith', 'httpstcolqqjgglbn']",50,150
626,"['quest', 'prof', 'lis', 'park', 'mitcmsw', 'dron', 'warf', 'med', 'httpstcowemaybm', 'httpstcofnkextbc']",21,40
627,"['electron', 'circuit', 'mitchem', 'rev', 'plant', 'begin', 'expery', 'drought', 'condit', 'httpstcoezdpjeoyw']",30,58
628,"['research', 'alway', 'bal', 'expl', 'could', 'must', 'httpstcotkckfvjte']",32,131
629,"['art', 'intellig', 'mitengin', 'find', 'recip', 'produc', 'mat', 'httpstcolzjbzzi', 'httpstcondtbvjjw']",57,106
630,"['feng', 'zhang', 'medicin', 'new', 'fronty', 'via', 'rollingston', 'httpstcoqrcrydbgp']",40,72
631,"['rt', 'mitdms', 'mit', 'research', 'cre', 'mat', 'chem', 'heat', 'battery', 'could', 'releas', 'energy', 'demand', 'httpstcozcnosqafv']",41,0
632,"['rt', 'mitarchitect', 'daniel', 'cardosollach', 'examin', 'hist', 'computeraid', 'design', 'plex', 'coon', 'patch', 'two']",17,0
633,"['happy', 'th', 'birthday', 'thetech', 'est', 'tech', 'mit', 'oldest', 'newspap', 'publ', 'entir', 'httpstcolijxqqh']",45,192
634,"['neuroscy', 'mcgovernmit', 'mitbrainandcog', 'find', 'chronic', 'stress', 'impair', 'decisionmak', 'httpstcoqjmvjxkgct']",39,57
635,"['research', 'mit', 'tuft', 'find', 'way', 'produc', 'stronger', 'adapt', 'silk', 'httpstcodjgrodpllj', 'httpstcontwellxvh']",30,82
636,"['rt', 'mitalumn', 'qamp', 'ananth', 'p', 'chandrakas', 'vannev', 'bush', 'profess', 'new', 'dean', 'mitengin', 'httpstcocfsukgid', 'httpst']",11,0
637,"['rt', 'whiteheadinst', 'highway', 'engin', 'chromosomes', 'iaincheesem', 'lab', 'unravel', 'funda', 'molecul', 'machinery', 'propel', 'chromosom']",25,0
638,"['rt', 'mitcmsw', 'not', 'designjust', 'digit', 'technolog', 'sash', 'costanzachock', 'schock', 'med', 'httpstcosuunaxjjh', 'httpstco']",14,0
639,"['research', 'mitmicrobiom', 'cent', 'find', 'microb', 'protect', 'high', 'blood', 'press', 'httpstcokicpfos']",29,49
640,"['art', 'intellig', 'could', 'big', 'impact', 'styl', 'espec', 'tool', 'help', 'retail', 'predict', 'trend', 'vi', 'httpstcotdmkugib']",19,60
641,"['could', 'glob', 'warm', 'caus', 'mass', 'hur', 'extrem', 'rainfal', 'via', 'latim', 'httpstcouumknnfid', 'httpstcortorkuktjb']",14,37
642,"['prom', 'seen', 'poss', 'tre', 'aut', 'spectr', 'disord', 'httpstcossvqhtxz', 'httpstconlnntub']",70,131
643,"['let', 'mit', 'presid', 'l', 'rafael', 'reif', 'regard', 'fed', 'tax', 'propos', 'mit', 'commun', 'httpstcobvtqozxily']",104,142
644,"['rt', 'mitocw', 'know', 'maj', 'ocw', 'us', 'outsid', 'nor', 'americ', 'ocw', 'tru', 'provid', 'glob', 'educ', 'intern']",26,0
645,"['wint', 'aroundmit', 'httpstcofoezlcr']",19,185
646,"['rt', 'artsatmit', 'us', 'art', 'disrupt', 'system', 'oppress', 'read', 'visit', 'art', 'bscarpenterii', 'mit', 'new', 'httpstcoefbky']",21,0
647,"['seny', 'mary', 'clar', 'beytagh', 'want', 'address', 'cant', 'biolog', 'lit', 'perspect', 'httpstcojsefpzt', 'httpstcorcbvqlyv']",75,77
648,"['new', 'mit', 'study', 'explain', 'droplet', 'flo', 'liquid', 'surfac', 'httpstcomgadbqgme', 'httpstcolhbxlyyv']",45,107
649,"['meet', 'three', 'mit', 'research', 'spend', 'tim', 'young', 'entrepr', 'middl', 'east', 'httpstcotudkjd']",15,66
650,"['techn', 'develop', 'mitmech', 'could', 'cre', 'stabl', 'nanosc', 'emuls', 'httpstcoshhlhsmwty', 'httpstcojjemgfkj']",46,102
651,"['rt', 'mitalumn', 'jeopardy', 'tournamentofchamp', 'tim', 'mit', 'lil', 'chin', 'probablyprand', 'wildcard', 'her']",12,0
652,"['rt', 'mitsap', 'fiv', 'new', 'facul', 'join', 'mitsap', 'promot', 'learn', 'work', 'research', 'rang', 'architect']",5,0
653,"['rt', 'mitenergy', 'research', 'across', 'sci', 'engin', 'field', 'gath', 'mat', 'day', 'sympos', 'discuss', 'energy', 'solv', 'httpst']",10,0
654,"['rt', 'mitalumn', 'storytim', 'teg', 'check', 'littl', 'bot', 'act', 'help', 'stud', 'learn', 'lit', 'httpstcoflosclp']",16,0
655,"['research', 'mit', 'us', 'crispr', 'delet', 'gen', 'caus', 'high', 'cholesterol', 'httpstcosgzslpu', 'httpstcodwvwrrjp']",149,282
656,"['study', 'oc', 'sound', 'wav', 'may', 'rev', 'loc', 'incom', 'object', 'httpstcodsywufwa', 'httpstcovhayijzy']",38,54
657,"['rt', 'mitspectr', 'azr', 'akamija', 'mem', 'matrix', 'instal', 'mit', 'cond', 'ghostlik', 'apparit', 'rec', 'destroy', 'syr', 'lan']",22,0
658,"['mit', 'build', 'new', 'cuttingedg', 'wind', 'tunnel', 'support', 'boe', 'httpstcokyotwvwn', 'httpstcoufzwjurx']",35,127
659,"['rt', 'mitshass', 'monday', 'morn', 'mus', 'mit', 'institut', 'finest', 'mus', 'fre', 'onlin', 'list', 'room', 'her', 'stir', 'cer']",15,0
660,"['good', 'negoty', 'exact', 'httpstcodplwqqth', 'httpstcolzyusg']",18,43
661,"['six', 'midcentury', 'modern', 'camp', 'build', 'nee', 'see', 'httpstcoyscpyjzkf', 'via', 'usatoday', 'httpstcoxosdxqgpe']",28,70
662,"['mit', 'research', 'find', 'whol', 'new', 'way', 'get', 'oil', 'wat', 'mix', 'stay', 'mix', 'httpstcoshhlhsmwty', 'httpstcokmvadtam']",100,169
663,"['study', 'mitslo', 'longterm', 'stat', 'mind', 'affect', 'shortterm', 'fin', 'decid', 'httpstcobgxlmus', 'httpstcopwfieppesu']",17,37
664,"['dprinted', 'dev', 'develop', 'mit', 'microsystechlab', 'build', 'bet', 'nanofib', 'httpstcooyazr', 'httpstcotnduxjfeyr']",41,94
665,"['dont', 'reach', 'across', 'aisl', 'on', 'going', 'mit', 'seny', 'joshu', 'charl', 'woodard', 'httpstcoyynufhh', 'httpstcomhpgfivzp']",19,88
666,"['study', 'mitdusp', 'energyefficy', 'construct', 'key', 'low', 'urb', 'emit', 'httpstcoolvehwem', 'httpstcoqycpofvn']",43,83
667,"['mit', 'salut', 'vet', 'thank', 'serv', 'veteransday', 'httpstcoubmrgazrx']",97,258
668,"['transform', 'autom', 'com', 'impact', 'us', 'mit', 'presid', 'l', 'rafael', 'reif', 'bostonglob', 'httpstcoodxjapnf']",73,117
669,"['rt', 'mitstud', 'today', 'th', 'memb', 'mit', 'shakespear', 'ensembl', 'tak', 'stud', 'lif', 'snapch', 'account', 'promot']",14,0
670,"['rt', 'medialab', 'nev', 'los', 'key', 'againwi', 'rfind', 'sign', 'kinet', 'group', 'cheap', 'wireless', 'stick', 'transform', 'pow', 'rad']",39,0
671,"['rt', 'artsatmit', 'com', 'facetofac', 'theenemy', 'bigredandshiny', 'visit', 'art', 'kbenk', 'show', 'mitmuse', 'httpstcoopkfghnaqp', 'htt']",4,0
672,"['paul', 'hammond', 'head', 'mitchem', 'us', 'nanosc', 'biom', 'craft', 'ant', 'tre', 'tiny', 'enough', 'get', 'thr', 'httpstcohwgtwabr']",67,203
673,"['research', 'mitc', 'built', 'stronger', 'versatil', 'form', 'silk', 'httpstcodjgrodpllj', 'httpstcosizzjolzu']",24,56
674,"['redesign', 'streets', 'help', 'protect', 'pedest', 'cyc', 'careless', 'malicy', 'driv', 'via', 'nytopin', 'httpstcoptzqctgip']",15,35
675,"['lamborghin', 'bank', 'mit', 'research', 'turn', 'car', 'fut', 'elect', 'vehic', 'httpstcowsbeueuq']",70,154
676,"['mit', 'research', 'find', 'ad', 'recyc', 'plast', 'concret', 'could', 'dram', 'cut', 'greenh', 'emit', 'httpstcorrnkdbkrsy']",84,177
677,"['rt', 'mitmuse', 'kismet', 'robot', 'amp', 'beyond', 'exhibit', 'get', 'shoutout', 'argu', 'first', 'soc', 'robot', 'via', 'qz', 'https']",27,0
678,"['rt', 'mitstud', 'thanksg', 'deadlin', 'right', 'around', 'cornerget', 'video', 'entry', 'lat', 'thisismit', 'https']",12,0
679,"['sens', 'develop', 'mitchem', 'apply', 'plant', 'leav', 'warn', 'wat', 'short', 'httpstcowccxite', 'httpstcordewvrjakj']",41,71
680,"['assocy', 'prof', 'jess', 'thal', 'expl', 'partic', 'phys', 'bound', 'messy', 'eleg', 'httpstcoaloedagk']",13,70
681,"['innov', 'design', 'mitsap', 'affy', 'inaug', 'seo', 'bien', 'architect', 'urb', 'httpstcoqihdqcozx']",18,63
682,"['rt', 'mitenergy', 'study', 'find', 'oc', 'wind', 'energy', 'could', 'gen', 'civil', 'scal', 'pow', 'mit', 'sloc', 'weigh', 'httpstcocpzidjtm', 'w']",46,0
683,"['rt', 'mitdesignx', 'designx', 'team', 'nesterlyhom', 'amp', 'medialab', 'spinoff', 'orisy', 'pres', 'rec', 'hubweek', 'miss', 'read', 'https']",6,0
684,"['rt', 'mitlibr', 'show', 'determin', 'fut', 'get', 'vot', 'today', 'electionday', 'httpstcoihbbmlzwr']",18,0
685,"['rt', 'bostinno', 'eshipmit', 'plan', 'grow', 'delt', 'v', 'accel', 'program', 'httpstcoirfyuck', 'httpstcotuzmlvnx']",10,0
686,"['today', 'celebr', 'th', 'birthday', 'mariecury', 'illust', 'frau', 'is', 'httpstcooksezusi']",297,542
687,"['research', 'mitpicow', 'mitbrainandcog', 'ident', 'pot', 'tre', 'aut', 'httpstcoucsmliv']",44,71
688,"['new', 'rnaedit', 'techn', 'pot', 'tre', 'diseas', 'without', 'perm', 'affect', 'genom', 'httpstcoyfjyawwp']",71,152
689,"['rt', 'broadinstitut', 'improv', 'method', 'valid', 'us', 'blood', 'sampl', 'study', 'paty', 'cant', 'genom', 'httpstcovenlaovv', 'blood']",24,0
690,"['rt', 'shassstud', 'prof', 'hritvo', 'hist', 'semin', 'mit', 'stud', 'expl', 'anim', 'intellig', 'eth', 'issuesand', 'opin', 'htt']",8,0
691,"['rt', 'mitshass', 'ye', 'cit', 'nov', 'elect', 'day', 'vary', 'us', 'stat', 'loc', 'elect', 'know', 'dovotenov', 'https']",13,0
692,"['comput', 'system', 'mitdms', 'por', 'research', 'find', 'recip', 'us', 'mat', 'httpstcohisloiu']",19,56
693,"['spac', 'design', 'mit', 'win', 'intern', 'competit', 'focus', 'build', 'sustain', 'mar', 'httpstcofzweklpy', 'httpstcoaichvkxv']",137,337
694,"['mit', 'join', 'court', 'brief', 'support', 'dream', 'httpstcoxlscracx', 'dac', 'httpstcoxlnzqhms']",54,165
695,"['tens', 'algebr', 'softw', 'mitcsail', 'could', 'spee', 'bigdat', 'analys', 'fold', 'httpstcoanjlpfhkwz', 'httpstcochhqmj']",152,311
696,"['team', 'profess', 'cit', 'sci', 'ident', 'tail', 'comet', 'streaking', 'past', 'dist', 'star', 'httpstcojhougqmc']",22,113
697,"['rt', 'mitc', 'beauty', 'fal', 'friday', 'mit', 'cant', 'get', 'enough', 'view', 'outsid', 'build', 'httpstcohqicmlw']",25,0
698,"['smal', 'town', 'neg', 'impact', 'autom', 'larg', 'city', 'via', 'huffpost', 'httpstcomnrpzhdok']",24,56
699,"['new', 'class', 'teach', 'art', 'negoty', 'becom', 'popul', 'among', 'mitstud', 'httpstcoqdemmcg', 'httpstcozvnjyytbom']",23,70
700,"['tech', 'tec', 'nanosc', 'intern', 'eng', 'httpstcocodvnuqpmk', 'httpstcoxeomslzev']",8,24
701,"['first', 'tim', 'research', 'ident', 'neur', 'sign', 'explicit', 'implicit', 'learn', 'httpstcorlbxhls']",92,223
702,"['rt', 'shassstud', 'many', 'wom', 'leav', 'engin', 'mitanthropolog', 'prof', 'sus', 'silbey', 'ident', 'caus', 'solv', 'httpstc']",35,0
703,"['new', 'techn', 'mitdeptofb', 'miteec', 'sco', 'genom', 'gen', 'comb', 'diseas', 'httpstcovmlzjldi', 'httpstcoolyommvvy']",27,45
704,"['rt', 'mitalumn', 'nasatess', 'alumn', 'discov', 'planet', 'beyond', 'may', 'harb', 'lif', 'httpstcofvmftepgng', 'mitspectr', 'mitbet']",16,0
705,"['rt', 'mitengin', 'congr', 'field', 'hockey', 'newmacsport', 'academ', 'allconf', 'recipy', 'httpstcojencfey', 'rolltech', 'https']",16,0
706,"['seny', 'jerry', 'akinsulir', 'spearhead', 'makerspac', 'depart', 'nuclear', 'sci', 'engin', 'httpstcolrzyhcomht']",11,54
707,"['mit', 'mathem', 'hop', 'us', 'underw', 'sound', 'loc', 'plan', 'crash', 'fal', 'meteorit', 'httpstcotbgavoymbz']",37,98
708,"['softw', 'mitmech', 'could', 'tel', 'car', 'nee', 'tuneup', 'maint', 'httpstcomkmcodruoh', 'httpstcofngwowk']",13,35
709,"['rt', 'climatexmit', 'cury', 'climatex', 'onlin', 'commun', 'focus', 'clim', 'learn', 'discuss', 'act', 'climatechang', 'cl']",28,0
710,"['rt', 'mitshass', 'men', 'et', 'man', 'americ', 'examin', 'elect', 'integr', 'polit', 'sci', 'off', 'insight', 'er', 'ris', 'concern', 'httpst']",8,0
711,"['mit', 'seny', 'joshu', 'charl', 'woodard', 'seek', 'learn', 'oth', 'perspect', 'challeng', 'httpstcoowtjckpr']",15,52
712,"['impaty', 'guid', 'fin', 'behavy', 'new', 'work', 'mitslo', 'httpstcobgxlmus', 'httpstcopmruxy']",13,33
713,"['dprinted', 'nozzl', 'system', 'microsystechlab', 'would', 'mak', 'nanofib', 'cheap', 'us', 'httpstcoewczugg']",21,52
714,"['new', 'way', 'fort', 'concret', 'mak', 'sustain', 'thank', 'class', 'project', 'mitstud', 'httpstcofbylbvuwc']",36,87
715,"['rt', 'mitocw', 'inaug', 'darkmatterday', 'know', 'univers', 'mad', 'dark', 'mat', 'learn', 'httpstco']",41,0
716,"['rt', 'mitalumn', 'mak', 'mri', 'cheap', 'tak', 'phd', 'stud', 'linacolucc', 'work', 'noninvas', 'mr', 'sens', 'httpst']",25,0
717,"['mit', 'workshop', 'bring', 'distinct', 'wom', 'engin', 'expl', 'car', 'academ', 'httpstcojqyyof', 'httpstcooqlzestf']",40,119
718,"['rt', 'mitc', 'happy', 'halloween', 'httpstcokctrcosg']",22,0
719,"['best', 'way', 'city', 'low', 'carbon', 'dioxid', 'emit', 'httpstcoolvehwem', 'sustain', 'httpstcoesiyaljp']",27,53
720,"['tim', 'troubl', 'decid', 'costum', 'halloween', 'on', 'lik', 'best', 'httpstcolgfizzrv']",26,121
721,"['scheme', 'miteec', 'would', 'mak', 'highcapac', 'dat', 'cach', 'perc', 'efficy', 'httpstcoxfzhlyzwxa', 'httpstcobvtsvfyo']",25,42
722,"['rt', 'mitdms', 'mat', 'spec', 'kind', 'bound', 'cryst', 'grain', 'cal', 'ctb', 'deform', 'unexpect', 'way', 'httpstcobvhst']",21,0
723,"['rt', 'mitalumn', 'tim', 'around', 'world', 'connect', 'w', 'mit', 'commun', 'see', 'tim', 'amp', 'mitbetterworld', 'com', 'city', 'https']",15,0
724,"['mit', 'prof', 'jing', 'wang', 'help', 'ngo', 'mak', 'impact', 'across', 'chin', 'us', 'digit', 'soc', 'med', 'httpstcobxqyfpwur']",21,37
725,"['shelley', 'world', 'first', 'aihum', 'hor', 'story', 'collab', 'medialab', 'research', 'aim', 'goosebump', 'httpstcoxqznoar']",42,80
726,"['mitsap', 'wel', 'repres', 'firstev', 'seoulbien', 'architect', 'urb', 'httpstcoppwaaeiz']",15,51
